EPT_NATUREPIECEG;EPT_SOUCHE;EPT_NUMERO;EPT_NUMPORT;EPT_CODEPORT;EPT_LIBELLE;EPT_MONTANTMINI;EPT_VALEURHT;EPT_TOTALHT;EPT_FACTURABLE;EPT_TYPEPORT
CC;GCC;15102018;1;NPORT;FRAIS DE PORT TVA 20;18;18;18;X;MT
