yts_codearticle;yts_tariftiers;yts_datedebut;yts_datefin;yts_prixnet
PPS30;001;01/01/2018 00:00;31/12/2099 00:00;5,85
PPS40;001;01/01/2018 00:00;31/12/2099 00:00;6,7
PPS50;001;01/01/2018 00:00;31/12/2099 00:00;8,0
PPS60;001;01/01/2018 00:00;31/12/2099 00:00;9,75
PPS70;001;01/01/2018 00:00;31/12/2099 00:00;10,87
PPS80;001;01/01/2018 00:00;31/12/2099 00:00;13,27
PRAS30;001;01/01/2018 00:00;31/12/2099 00:00;11,43
PRN27;001;01/01/2018 00:00;31/12/2099 00:00;21,83
PRN29;001;01/01/2018 00:00;31/12/2099 00:00;23,0
PRR18;001;01/01/2018 00:00;31/12/2099 00:00;9,7
PRR21;001;01/01/2018 00:00;31/12/2099 00:00;10,9
PRR25;001;01/01/2018 00:00;31/12/2099 00:00;12,1
PRR29;001;01/01/2018 00:00;31/12/2099 00:00;16,4
PRR32;001;01/01/2018 00:00;31/12/2099 00:00;20,5
PRS18;001;01/01/2018 00:00;31/12/2099 00:00;9,7
PRS21;001;01/01/2018 00:00;31/12/2099 00:00;10,9
PRS25;001;01/01/2018 00:00;31/12/2099 00:00;12,1
PRS29;001;01/01/2018 00:00;31/12/2099 00:00;16,4
PRS32;001;01/01/2018 00:00;31/12/2099 00:00;20,5
RA45AL;001;01/01/2018 00:00;31/12/2099 00:00;36,07
RA55AL;001;01/01/2018 00:00;31/12/2099 00:00;39,31
RA70AL;001;01/01/2018 00:00;31/12/2099 00:00;49,85
RAC100;001;01/01/2018 00:00;31/12/2099 00:00;115,13
RACSOL55;001;01/01/2018 00:00;31/12/2099 00:00;22,38
RACSOL75;001;01/01/2018 00:00;31/12/2099 00:00;30,06
RACVIT30;001;01/01/2018 00:00;31/12/2099 00:00;8,62
RAMAR;001;01/01/2018 00:00;31/12/2099 00:00;22,8
RAMA;001;01/01/2018 00:00;31/12/2099 00:00;20,7
SEAU13L;001;01/01/2018 00:00;31/12/2099 00:00;33,46
TABL1;001;01/01/2018 00:00;31/12/2099 00:00;102,0
TABL2;001;01/01/2018 00:00;31/12/2099 00:00;102,0
TAPIS18;001;01/01/2018 00:00;31/12/2099 00:00;122,32
TAPIS23;001;01/01/2018 00:00;31/12/2099 00:00;122,32
TAPIS23;003;01/01/2018 00:00;31/12/2099 00:00;108,15
TAPIS18;003;01/01/2018 00:00;31/12/2099 00:00;108,15
TABL2;003;01/01/2018 00:00;31/12/2099 00:00;89,61
TABL1;003;01/01/2018 00:00;31/12/2099 00:00;89,61
SEAU13L;003;01/01/2018 00:00;31/12/2099 00:00;32,1
RAMA;003;01/01/2018 00:00;31/12/2099 00:00;18,0
RACVIT30;003;01/01/2018 00:00;31/12/2099 00:00;6,78
RACSOL75;003;01/01/2018 00:00;31/12/2099 00:00;25,9
RACSOL55;003;01/01/2018 00:00;31/12/2099 00:00;19,05
RAC100;003;01/01/2018 00:00;31/12/2099 00:00;101,75
RA70AL;003;01/01/2018 00:00;31/12/2099 00:00;43,54
RA55AL;003;01/01/2018 00:00;31/12/2099 00:00;34,15
RA45AL;003;01/01/2018 00:00;31/12/2099 00:00;31,25
PRS32;003;01/01/2018 00:00;31/12/2099 00:00;17,35
PRS29;003;01/01/2018 00:00;31/12/2099 00:00;13,7
PRS25;003;01/01/2018 00:00;31/12/2099 00:00;9,85
PRS21;003;01/01/2018 00:00;31/12/2099 00:00;8,78
PRS18;003;01/01/2018 00:00;31/12/2099 00:00;7,71
PRR32;003;01/01/2018 00:00;31/12/2099 00:00;17,35
PRR29;003;01/01/2018 00:00;31/12/2099 00:00;13,7
PRR25;003;01/01/2018 00:00;31/12/2099 00:00;9,85
PRR21;003;01/01/2018 00:00;31/12/2099 00:00;8,78
PRR18;003;01/01/2018 00:00;31/12/2099 00:00;7,71
PRN29;003;01/01/2018 00:00;31/12/2099 00:00;16,27
PRN27;003;01/01/2018 00:00;31/12/2099 00:00;15,41
PRAS30;003;01/01/2018 00:00;31/12/2099 00:00;7,71
PPS80;003;01/01/2018 00:00;31/12/2099 00:00;10,91
PPS70;003;01/01/2018 00:00;31/12/2099 00:00;8,8
PPS60;003;01/01/2018 00:00;31/12/2099 00:00;7,71
PPS50;003;01/01/2018 00:00;31/12/2099 00:00;6,2
PPS40;003;01/01/2018 00:00;31/12/2099 00:00;4,93
PPS30;003;01/01/2018 00:00;31/12/2099 00:00;4,28
PPS20;003;01/01/2018 00:00;31/12/2099 00:00;3,85
PPS100;003;01/01/2018 00:00;31/12/2099 00:00;15,62
PPN50;003;01/01/2018 00:00;31/12/2099 00:00;13,27
PPN40;003;01/01/2018 00:00;31/12/2099 00:00;9,85
PPN30;003;01/01/2018 00:00;31/12/2099 00:00;8,35
POCH9;003;01/01/2018 00:00;31/12/2099 00:00;3,48
POCH8;003;01/01/2018 00:00;31/12/2099 00:00;2,54
POCH7;003;01/01/2018 00:00;31/12/2099 00:00;2,16
POCH6;003;01/01/2018 00:00;31/12/2099 00:00;1,78
POCH5;003;01/01/2018 00:00;31/12/2099 00:00;1,55
POCH4;003;01/01/2018 00:00;31/12/2099 00:00;1,34
POCH3;003;01/01/2018 00:00;31/12/2099 00:00;1,09
POCH2;003;01/01/2018 00:00;31/12/2099 00:00;0,89
POCH1;003;01/01/2018 00:00;31/12/2099 00:00;0,76
POCH10;003;01/01/2018 00:00;31/12/2099 00:00;4,1
PELPLAST1;003;01/01/2018 00:00;31/12/2099 00:00;4,3
PELMETAL;003;01/01/2018 00:00;31/12/2099 00:00;8,1
PELMBOIS;003;01/01/2018 00:00;31/12/2099 00:00;23,1
P052;003;01/01/2018 00:00;31/12/2099 00:00;1,47
P050;003;01/01/2018 00:00;31/12/2099 00:00;1,09
P030;003;01/01/2018 00:00;31/12/2099 00:00;2,54
P025;003;01/01/2018 00:00;31/12/2099 00:00;1,76
P024;003;01/01/2018 00:00;31/12/2099 00:00;1,55
P023;003;01/01/2018 00:00;31/12/2099 00:00;1,46
P022;003;01/01/2018 00:00;31/12/2099 00:00;0,1
P021;003;01/01/2018 00:00;31/12/2099 00:00;1,63
P020;003;01/01/2018 00:00;31/12/2099 00:00;2,53
P019;003;01/01/2018 00:00;31/12/2099 00:00;2,24
P017;003;01/01/2018 00:00;31/12/2099 00:00;1,8
P016;003;01/01/2018 00:00;31/12/2099 00:00;0,43
P015;003;01/01/2018 00:00;31/12/2099 00:00;1,47
P013;003;01/01/2018 00:00;31/12/2099 00:00;1,09
P012;003;01/01/2018 00:00;31/12/2099 00:00;0,66
P011;003;01/01/2018 00:00;31/12/2099 00:00;1,67
P009;003;01/01/2018 00:00;31/12/2099 00:00;1,47
P008;003;01/01/2018 00:00;31/12/2099 00:00;1,25
P007;003;01/01/2018 00:00;31/12/2099 00:00;1,05
P006;003;01/01/2018 00:00;31/12/2099 00:00;1,14
P005;003;01/01/2018 00:00;31/12/2099 00:00;1,39
P004;003;01/01/2018 00:00;31/12/2099 00:00;1,2
P003;003;01/01/2018 00:00;31/12/2099 00:00;1,03
P002;003;01/01/2018 00:00;31/12/2099 00:00;0,62
P001;003;01/01/2018 00:00;31/12/2099 00:00;0,5
LJC9993;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC9968;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC9938;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC9934;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC99139;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC7072;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC6472;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC6447;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC6438;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC3229;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC210297;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC210148;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC210099;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC200144;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC10572;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC10570;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC10557;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC10548;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC10542;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC10539;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC10537;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC10535;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC105148;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC07049;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC07042;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC07037;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC07035;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC07031;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC07025;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC05230;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC05134;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC05025;003;01/01/2018 00:00;31/12/2099 00:00;77,0
LJC03518;003;01/01/2018 00:00;31/12/2099 00:00;77,0
HY505;003;01/01/2018 00:00;31/12/2099 00:00;27,01
HY504;003;01/01/2018 00:00;31/12/2099 00:00;42,54
HY503;003;01/01/2018 00:00;31/12/2099 00:00;59,4
HY502;003;01/01/2018 00:00;31/12/2099 00:00;70,87
HY500;003;01/01/2018 00:00;31/12/2099 00:00;63,27
HY299;003;01/01/2018 00:00;31/12/2099 00:00;46,95
HY298;003;01/01/2018 00:00;31/12/2099 00:00;30,45
HY297;003;01/01/2018 00:00;31/12/2099 00:00;37,81
HY296;003;01/01/2018 00:00;31/12/2099 00:00;16,6
HY295;003;01/01/2018 00:00;31/12/2099 00:00;5,4
HY294;003;01/01/2018 00:00;31/12/2099 00:00;4,7
HY293;003;01/01/2018 00:00;31/12/2099 00:00;6,72
HY292;003;01/01/2018 00:00;31/12/2099 00:00;19,3
HY291;003;01/01/2018 00:00;31/12/2099 00:00;10,5
HY290;003;01/01/2018 00:00;31/12/2099 00:00;12,45
HY289;003;01/01/2018 00:00;31/12/2099 00:00;12,45
HY288;003;01/01/2018 00:00;31/12/2099 00:00;27,01
HY287;003;01/01/2018 00:00;31/12/2099 00:00;21,6
HY286;003;01/01/2018 00:00;31/12/2099 00:00;4,63
HY285;003;01/01/2018 00:00;31/12/2099 00:00;27,31
HY283;003;01/01/2018 00:00;31/12/2099 00:00;4,2
HY282;003;01/01/2018 00:00;31/12/2099 00:00;5,15
HY281;003;01/01/2018 00:00;31/12/2099 00:00;4,75
HY280;003;01/01/2018 00:00;31/12/2099 00:00;13,9
HY279;003;01/01/2018 00:00;31/12/2099 00:00;3,87
HY278;003;01/01/2018 00:00;31/12/2099 00:00;6,95
HY277;003;01/01/2018 00:00;31/12/2099 00:00;6,79
HY276;003;01/01/2018 00:00;31/12/2099 00:00;7,41
HY272;003;01/01/2018 00:00;31/12/2099 00:00;38,9
HY271;003;01/01/2018 00:00;31/12/2099 00:00;242,7
HY260;003;01/01/2018 00:00;31/12/2099 00:00;10,05
HY254;003;01/01/2018 00:00;31/12/2099 00:00;17,17
HY253;003;01/01/2018 00:00;31/12/2099 00:00;24,3
HY252;003;01/01/2018 00:00;31/12/2099 00:00;14,05
HY251;003;01/01/2018 00:00;31/12/2099 00:00;38,15
HY249;003;01/01/2018 00:00;31/12/2099 00:00;16,26
HY248;003;01/01/2018 00:00;31/12/2099 00:00;8,91
HY247;003;01/01/2018 00:00;31/12/2099 00:00;6,87
HY242;003;01/01/2018 00:00;31/12/2099 00:00;11,25
HY241;003;01/01/2018 00:00;31/12/2099 00:00;24,5
HY240;003;01/01/2018 00:00;31/12/2099 00:00;13,73
HY239;003;01/01/2018 00:00;31/12/2099 00:00;22,7
HY238;003;01/01/2018 00:00;31/12/2099 00:00;23,96
HY234;003;01/01/2018 00:00;31/12/2099 00:00;16,85
HY233;003;01/01/2018 00:00;31/12/2099 00:00;15,47
HY232;003;01/01/2018 00:00;31/12/2099 00:00;23,84
HY231;003;01/01/2018 00:00;31/12/2099 00:00;35,9
HY219;003;01/01/2018 00:00;31/12/2099 00:00;100,65
HY216;003;01/01/2018 00:00;31/12/2099 00:00;20,95
HY215;003;01/01/2018 00:00;31/12/2099 00:00;20,95
HY214;003;01/01/2018 00:00;31/12/2099 00:00;20,95
HY213;003;01/01/2018 00:00;31/12/2099 00:00;20,95
HY212;003;01/01/2018 00:00;31/12/2099 00:00;20,95
HY202;003;01/01/2018 00:00;31/12/2099 00:00;10,85
HY201;003;01/01/2018 00:00;31/12/2099 00:00;10,85
HY200;003;01/01/2018 00:00;31/12/2099 00:00;10,85
HY192;003;01/01/2018 00:00;31/12/2099 00:00;16,2
HY191;003;01/01/2018 00:00;31/12/2099 00:00;16,2
HY190;003;01/01/2018 00:00;31/12/2099 00:00;16,2
HY187;003;01/01/2018 00:00;31/12/2099 00:00;32,95
HY186;003;01/01/2018 00:00;31/12/2099 00:00;25,9
HY185;003;01/01/2018 00:00;31/12/2099 00:00;29,7
HY181;003;01/01/2018 00:00;31/12/2099 00:00;17,82
HY180;003;01/01/2018 00:00;31/12/2099 00:00;67,0
HY179;003;01/01/2018 00:00;31/12/2099 00:00;76,8
HY178;003;01/01/2018 00:00;31/12/2099 00:00;54,6
HY177;003;01/01/2018 00:00;31/12/2099 00:00;48,2
HY176;003;01/01/2018 00:00;31/12/2099 00:00;12,0
HY175;003;01/01/2018 00:00;31/12/2099 00:00;16,25
HY174;003;01/01/2018 00:00;31/12/2099 00:00;16,63
HY173;003;01/01/2018 00:00;31/12/2099 00:00;10,17
HY172;003;01/01/2018 00:00;31/12/2099 00:00;8,65
HY172BC;003;01/01/2018 00:00;31/12/2099 00:00;12,55
HY170;003;01/01/2018 00:00;31/12/2099 00:00;28,25
HY169;003;01/01/2018 00:00;31/12/2099 00:00;25,97
HY167;003;01/01/2018 00:00;31/12/2099 00:00;52,4
HY166;003;01/01/2018 00:00;31/12/2099 00:00;59,22
HY1661L;003;01/01/2018 00:00;31/12/2099 00:00;21,62
HY165;003;01/01/2018 00:00;31/12/2099 00:00;73,46
HY164;003;01/01/2018 00:00;31/12/2099 00:00;39,16
HY163;003;01/01/2018 00:00;31/12/2099 00:00;11,36
HY162;003;01/01/2018 00:00;31/12/2099 00:00;52,68
HY161;003;01/01/2018 00:00;31/12/2099 00:00;11,36
HY160;003;01/01/2018 00:00;31/12/2099 00:00;52,68
HY159;003;01/01/2018 00:00;31/12/2099 00:00;6,65
HY159A;003;01/01/2018 00:00;31/12/2099 00:00;11,6
HY158;003;01/01/2018 00:00;31/12/2099 00:00;111,92
HY157;003;01/01/2018 00:00;31/12/2099 00:00;24,4
HY156;003;01/01/2018 00:00;31/12/2099 00:00;30,29
HY156B;003;01/01/2018 00:00;31/12/2099 00:00;14,8
HY156A;003;01/01/2018 00:00;31/12/2099 00:00;2,05
HY155;003;01/01/2018 00:00;31/12/2099 00:00;28,1
HY155B;003;01/01/2018 00:00;31/12/2099 00:00;12,56
HY155A;003;01/01/2018 00:00;31/12/2099 00:00;2,05
HY154;003;01/01/2018 00:00;31/12/2099 00:00;69,77
HY150;003;01/01/2018 00:00;31/12/2099 00:00;68,26
HY149;003;01/01/2018 00:00;31/12/2099 00:00;11,9
HY14914;003;01/01/2018 00:00;31/12/2099 00:00;28,81
HY14913;003;01/01/2018 00:00;31/12/2099 00:00;28,81
HY14912;003;01/01/2018 00:00;31/12/2099 00:00;24,63
HY148;003;01/01/2018 00:00;31/12/2099 00:00;3,3
HY147;003;01/01/2018 00:00;31/12/2099 00:00;3,3
HY146;003;01/01/2018 00:00;31/12/2099 00:00;3,3
HY145;003;01/01/2018 00:00;31/12/2099 00:00;40,15
HY144;003;01/01/2018 00:00;31/12/2099 00:00;40,15
HY143;003;01/01/2018 00:00;31/12/2099 00:00;40,15
HY142;003;01/01/2018 00:00;31/12/2099 00:00;46,4
HY141;003;01/01/2018 00:00;31/12/2099 00:00;46,4
HY140;003;01/01/2018 00:00;31/12/2099 00:00;46,4
HY126;003;01/01/2018 00:00;31/12/2099 00:00;33,0
HY125;003;01/01/2018 00:00;31/12/2099 00:00;10,6
HY111;003;01/01/2018 00:00;31/12/2099 00:00;19,79
HY110;003;01/01/2018 00:00;31/12/2099 00:00;59,7
HY105;003;01/01/2018 00:00;31/12/2099 00:00;58,0
HY103;003;01/01/2018 00:00;31/12/2099 00:00;35,75
HY100;003;01/01/2018 00:00;31/12/2099 00:00;12,2
HY091;003;01/01/2018 00:00;31/12/2099 00:00;114,6
HY090;003;01/01/2018 00:00;31/12/2099 00:00;138,7
HY079;003;01/01/2018 00:00;31/12/2099 00:00;10,62
HY077;003;01/01/2018 00:00;31/12/2099 00:00;7,67
HY075;003;01/01/2018 00:00;31/12/2099 00:00;77,65
HY073;003;01/01/2018 00:00;31/12/2099 00:00;57,15
HY072;003;01/01/2018 00:00;31/12/2099 00:00;24,15
HY066;003;01/01/2018 00:00;31/12/2099 00:00;14,35
HY064;003;01/01/2018 00:00;31/12/2099 00:00;28,9
HY061;003;01/01/2018 00:00;31/12/2099 00:00;152,32
HY060;003;01/01/2018 00:00;31/12/2099 00:00;80,51
HY054;003;01/01/2018 00:00;31/12/2099 00:00;40,2
HY053;003;01/01/2018 00:00;31/12/2099 00:00;40,2
HY052;003;01/01/2018 00:00;31/12/2099 00:00;36,54
HY051;003;01/01/2018 00:00;31/12/2099 00:00;31,2
HY041;003;01/01/2018 00:00;31/12/2099 00:00;23,25
HY039;003;01/01/2018 00:00;31/12/2099 00:00;48,27
HY038;003;01/01/2018 00:00;31/12/2099 00:00;38,48
HY037;003;01/01/2018 00:00;31/12/2099 00:00;45,63
HY035;003;01/01/2018 00:00;31/12/2099 00:00;26,42
HY034;003;01/01/2018 00:00;31/12/2099 00:00;54,37
HY032;003;01/01/2018 00:00;31/12/2099 00:00;58,92
HY031;003;01/01/2018 00:00;31/12/2099 00:00;24,7
HY023;003;01/01/2018 00:00;31/12/2099 00:00;21,36
HY022;003;01/01/2018 00:00;31/12/2099 00:00;19,8
HY013;003;01/01/2018 00:00;31/12/2099 00:00;14,5
HY006;003;01/01/2018 00:00;31/12/2099 00:00;19,07
HY003;003;01/01/2018 00:00;31/12/2099 00:00;23,68
F197;003;01/01/2018 00:00;31/12/2099 00:00;11,31
F196;003;01/01/2018 00:00;31/12/2099 00:00;7,58
F195;003;01/01/2018 00:00;31/12/2099 00:00;3,0
F194;003;01/01/2018 00:00;31/12/2099 00:00;7,4
F193;003;01/01/2018 00:00;31/12/2099 00:00;5,92
F192;003;01/01/2018 00:00;31/12/2099 00:00;18,4
F191;003;01/01/2018 00:00;31/12/2099 00:00;11,67
F190;003;01/01/2018 00:00;31/12/2099 00:00;5,7
F186;003;01/01/2018 00:00;31/12/2099 00:00;11,4
F185;003;01/01/2018 00:00;31/12/2099 00:00;11,4
F184;003;01/01/2018 00:00;31/12/2099 00:00;11,4
F183;003;01/01/2018 00:00;31/12/2099 00:00;11,4
F182;003;01/01/2018 00:00;31/12/2099 00:00;11,4
F181;003;01/01/2018 00:00;31/12/2099 00:00;11,4
F180;003;01/01/2018 00:00;31/12/2099 00:00;11,4
F176;003;01/01/2018 00:00;31/12/2099 00:00;9,61
F175;003;01/01/2018 00:00;31/12/2099 00:00;9,61
F174;003;01/01/2018 00:00;31/12/2099 00:00;9,61
F173;003;01/01/2018 00:00;31/12/2099 00:00;9,61
F172;003;01/01/2018 00:00;31/12/2099 00:00;9,61
F171;003;01/01/2018 00:00;31/12/2099 00:00;9,61
F170;003;01/01/2018 00:00;31/12/2099 00:00;9,61
F081;003;01/01/2018 00:00;31/12/2099 00:00;20,3
F080;003;01/01/2018 00:00;31/12/2099 00:00;34,75
F074;003;01/01/2018 00:00;31/12/2099 00:00;16,85
F063;003;01/01/2018 00:00;31/12/2099 00:00;7,1
F047;003;01/01/2018 00:00;31/12/2099 00:00;14,22
F045;003;01/01/2018 00:00;31/12/2099 00:00;4,15
F040;003;01/01/2018 00:00;31/12/2099 00:00;38,77
ENV9;003;01/01/2018 00:00;31/12/2099 00:00;0,34
ENV8;003;01/01/2018 00:00;31/12/2099 00:00;0,33
ENV7;003;01/01/2018 00:00;31/12/2099 00:00;0,33
ENV6;003;01/01/2018 00:00;31/12/2099 00:00;0,28
ENV5;003;01/01/2018 00:00;31/12/2099 00:00;0,2
ENV4;003;01/01/2018 00:00;31/12/2099 00:00;0,16
ENV3;003;01/01/2018 00:00;31/12/2099 00:00;0,16
ENV37;003;01/01/2018 00:00;31/12/2099 00:00;2,07
ENV36;003;01/01/2018 00:00;31/12/2099 00:00;5,72
ENV33;003;01/01/2018 00:00;31/12/2099 00:00;1,18
ENV32;003;01/01/2018 00:00;31/12/2099 00:00;1,53
ENV31;003;01/01/2018 00:00;31/12/2099 00:00;1,14
ENV30;003;01/01/2018 00:00;31/12/2099 00:00;1,37
ENV2;003;01/01/2018 00:00;31/12/2099 00:00;0,15
ENV28;003;01/01/2018 00:00;31/12/2099 00:00;0,64
ENV27;003;01/01/2018 00:00;31/12/2099 00:00;0,6
ENV24;003;01/01/2018 00:00;31/12/2099 00:00;3,34
ENV23;003;01/01/2018 00:00;31/12/2099 00:00;2,3
ENV21;003;01/01/2018 00:00;31/12/2099 00:00;1,16
ENV20;003;01/01/2018 00:00;31/12/2099 00:00;4,52
ENV1;003;01/01/2018 00:00;31/12/2099 00:00;0,14
ENV19;003;01/01/2018 00:00;31/12/2099 00:00;2,52
ENV18;003;01/01/2018 00:00;31/12/2099 00:00;3,46
ENV17;003;01/01/2018 00:00;31/12/2099 00:00;1,73
ENV16;003;01/01/2018 00:00;31/12/2099 00:00;1,0
ENV15;003;01/01/2018 00:00;31/12/2099 00:00;0,52
ENV14;003;01/01/2018 00:00;31/12/2099 00:00;3,97
ENV12;003;01/01/2018 00:00;31/12/2099 00:00;3,18
ENV11;003;01/01/2018 00:00;31/12/2099 00:00;1,57
ENV10;003;01/01/2018 00:00;31/12/2099 00:00;0,43
CHEPL46;003;01/01/2018 00:00;31/12/2099 00:00;8,8
CHEPL45;003;01/01/2018 00:00;31/12/2099 00:00;34,85
C073;003;01/01/2018 00:00;31/12/2099 00:00;31,8
C072;003;01/01/2018 00:00;31/12/2099 00:00;31,8
C071;003;01/01/2018 00:00;31/12/2099 00:00;31,8
C070;003;01/01/2018 00:00;31/12/2099 00:00;31,8
C068;003;01/01/2018 00:00;31/12/2099 00:00;13,01
C066;003;01/01/2018 00:00;31/12/2099 00:00;15,8
C065;003;01/01/2018 00:00;31/12/2099 00:00;10,95
C063;003;01/01/2018 00:00;31/12/2099 00:00;11,06
C061;003;01/01/2018 00:00;31/12/2099 00:00;15,56
C060;003;01/01/2018 00:00;31/12/2099 00:00;13,25
C004;003;01/01/2018 00:00;31/12/2099 00:00;13,3
C003;003;01/01/2018 00:00;31/12/2099 00:00;9,45
C001;003;01/01/2018 00:00;31/12/2099 00:00;13,18
A211;003;01/01/2018 00:00;31/12/2099 00:00;41,88
A210;003;01/01/2018 00:00;31/12/2099 00:00;93,85
A204;003;01/01/2018 00:00;31/12/2099 00:00;40,15
A201;003;01/01/2018 00:00;31/12/2099 00:00;60,26
A200;003;01/01/2018 00:00;31/12/2099 00:00;37,45
A190;003;01/01/2018 00:00;31/12/2099 00:00;36,5
A181;003;01/01/2018 00:00;31/12/2099 00:00;44,41
A180;003;01/01/2018 00:00;31/12/2099 00:00;34,5
A171B;003;01/01/2018 00:00;31/12/2099 00:00;68,3
A170B;003;01/01/2018 00:00;31/12/2099 00:00;30,97
A162;003;01/01/2018 00:00;31/12/2099 00:00;72,55
A161;003;01/01/2018 00:00;31/12/2099 00:00;63,35
A160;003;01/01/2018 00:00;31/12/2099 00:00;69,12
A150;003;01/01/2018 00:00;31/12/2099 00:00;32,3
A147;003;01/01/2018 00:00;31/12/2099 00:00;35,31
A146;003;01/01/2018 00:00;31/12/2099 00:00;7,95
A145;003;01/01/2018 00:00;31/12/2099 00:00;9,4
A144;003;01/01/2018 00:00;31/12/2099 00:00;13,3
A143;003;01/01/2018 00:00;31/12/2099 00:00;63,35
A142;003;01/01/2018 00:00;31/12/2099 00:00;32,75
A141;003;01/01/2018 00:00;31/12/2099 00:00;44,3
A140;003;01/01/2018 00:00;31/12/2099 00:00;10,71
A138;003;01/01/2018 00:00;31/12/2099 00:00;16,7
A136;003;01/01/2018 00:00;31/12/2099 00:00;14,55
A135;003;01/01/2018 00:00;31/12/2099 00:00;34,46
A132;003;01/01/2018 00:00;31/12/2099 00:00;8,01
A131;003;01/01/2018 00:00;31/12/2099 00:00;26,21
A130;003;01/01/2018 00:00;31/12/2099 00:00;62,5
A121;003;01/01/2018 00:00;31/12/2099 00:00;21,95
A113;003;01/01/2018 00:00;31/12/2099 00:00;40,02
A112;003;01/01/2018 00:00;31/12/2099 00:00;38,95
A109;003;01/01/2018 00:00;31/12/2099 00:00;49,65
A098;003;01/01/2018 00:00;31/12/2099 00:00;16,05
A093;003;01/01/2018 00:00;31/12/2099 00:00;12,08
A091;003;01/01/2018 00:00;31/12/2099 00:00;14,85
A090;003;01/01/2018 00:00;31/12/2099 00:00;16,7
A075;003;01/01/2018 00:00;31/12/2099 00:00;59,06
A074;003;01/01/2018 00:00;31/12/2099 00:00;25,04
A073;003;01/01/2018 00:00;31/12/2099 00:00;12,0
A069;003;01/01/2018 00:00;31/12/2099 00:00;14,55
A066;003;01/01/2018 00:00;31/12/2099 00:00;30,4
A065;003;01/01/2018 00:00;31/12/2099 00:00;55,72
A063;003;01/01/2018 00:00;31/12/2099 00:00;31,25
A062;003;01/01/2018 00:00;31/12/2099 00:00;39,8
A058;003;01/01/2018 00:00;31/12/2099 00:00;33,5
A056;003;01/01/2018 00:00;31/12/2099 00:00;46,45
A055;003;01/01/2018 00:00;31/12/2099 00:00;93,95
A054;003;01/01/2018 00:00;31/12/2099 00:00;90,95
A051;003;01/01/2018 00:00;31/12/2099 00:00;35,95
A050;003;01/01/2018 00:00;31/12/2099 00:00;39,8
A046;003;01/01/2018 00:00;31/12/2099 00:00;36,8
A044;003;01/01/2018 00:00;31/12/2099 00:00;10,91
A043;003;01/01/2018 00:00;31/12/2099 00:00;7,8
A042;003;01/01/2018 00:00;31/12/2099 00:00;8,5
A041;003;01/01/2018 00:00;31/12/2099 00:00;12,42
A040;003;01/01/2018 00:00;31/12/2099 00:00;14,35
A037;003;01/01/2018 00:00;31/12/2099 00:00;16,7
A036;003;01/01/2018 00:00;31/12/2099 00:00;9,65
A035;003;01/01/2018 00:00;31/12/2099 00:00;9,65
A034;003;01/01/2018 00:00;31/12/2099 00:00;103,8
A031;003;01/01/2018 00:00;31/12/2099 00:00;19,5
A030;003;01/01/2018 00:00;31/12/2099 00:00;37,02
A029;003;01/01/2018 00:00;31/12/2099 00:00;13,27
A026;003;01/01/2018 00:00;31/12/2099 00:00;26,75
A025;003;01/01/2018 00:00;31/12/2099 00:00;51,8
A024;003;01/01/2018 00:00;31/12/2099 00:00;16,7
A022;003;01/01/2018 00:00;31/12/2099 00:00;25,04
A021;003;01/01/2018 00:00;31/12/2099 00:00;20,55
A020;003;01/01/2018 00:00;31/12/2099 00:00;18,41
A019;003;01/01/2018 00:00;31/12/2099 00:00;12,0
A018;003;01/01/2018 00:00;31/12/2099 00:00;26,7
A017;003;01/01/2018 00:00;31/12/2099 00:00;32,53
A016;003;01/01/2018 00:00;31/12/2099 00:00;26,75
A015;003;01/01/2018 00:00;31/12/2099 00:00;31,7
