yts_codearticle;yts_tariftiers;yts_datedebut;yts_datefin;yts_prixnet
A014;003;01/01/2018 00:00;31/12/2099 00:00;17,35
A013;003;01/01/2018 00:00;31/12/2099 00:00;45,6
A012;003;01/01/2018 00:00;31/12/2099 00:00;64,65
A011;003;01/01/2018 00:00;31/12/2099 00:00;55,21
A010;003;01/01/2018 00:00;31/12/2099 00:00;45,6
A009;003;01/01/2018 00:00;31/12/2099 00:00;13,49
A008;003;01/01/2018 00:00;31/12/2099 00:00;15,41
A006;003;01/01/2018 00:00;31/12/2099 00:00;16,7
A005;003;01/01/2018 00:00;31/12/2099 00:00;19,5
A004;003;01/01/2018 00:00;31/12/2099 00:00;83,9
A003;003;01/01/2018 00:00;31/12/2099 00:00;134,0
A002;003;01/01/2018 00:00;31/12/2099 00:00;22,9
A001;003;01/01/2018 00:00;31/12/2099 00:00;22,25
P055;003;01/01/2018 00:00;31/12/2099 00:00;5,09
P055;001;01/01/2018 00:00;31/12/2099 00:00;5,64
ENV2R;001;01/01/2018 00:00;31/12/2099 00:00;0,23
ENV2R;003;01/01/2018 00:00;31/12/2099 00:00;0,17
ENV4R;001;01/01/2018 00:00;31/12/2099 00:00;0,23
ENV4R;003;01/01/2018 00:00;31/12/2099 00:00;0,17
ENV5R;001;01/01/2018 00:00;31/12/2099 00:00;0,3
ENV5R;003;01/01/2018 00:00;31/12/2099 00:00;0,23
ENV9R;001;01/01/2018 00:00;31/12/2099 00:00;0,48
ENV9R;003;01/01/2018 00:00;31/12/2099 00:00;0,41
HY172BCE;001;01/01/2018 00:00;31/12/2099 00:00;20,0
HY172BCE;003;01/01/2018 00:00;31/12/2099 00:00;17,3
HY173E;001;01/01/2018 00:00;31/12/2099 00:00;19,7
A202PM;001;01/01/2018 00:00;31/12/2099 00:00;40,45
A202PM;003;01/01/2018 00:00;31/12/2099 00:00;35,85
A202GM;001;01/01/2018 00:00;31/12/2099 00:00;79,1
A202GM;003;01/01/2018 00:00;31/12/2099 00:00;69,15
F106;001;01/01/2018 00:00;31/12/2099 00:00;34,5
F106;003;01/01/2018 00:00;31/12/2099 00:00;34,5
F161ASS;001;01/01/2018 00:00;31/12/2099 00:00;37,72
F161ASS;003;01/01/2018 00:00;31/12/2099 00:00;32,8
A078;003;01/01/2018 00:00;31/12/2099 00:00;48,77
A078;001;01/01/2018 00:00;31/12/2099 00:00;49,8
A079;001;01/01/2018 00:00;31/12/2099 00:00;25,5
A079;003;01/01/2018 00:00;31/12/2099 00:00;22,25
CHEPL9ASS;001;01/01/2018 00:00;31/12/2099 00:00;23,9
CHEPL9ASS;003;01/01/2018 00:00;31/12/2099 00:00;20,26
F024ASS;001;01/01/2018 00:00;31/12/2099 00:00;13,81
F024ASS;003;01/01/2018 00:00;31/12/2099 00:00;11,32
F119ASS;001;01/01/2018 00:00;31/12/2099 00:00;26,07
F119ASS;003;01/01/2018 00:00;31/12/2099 00:00;22,33
F129ASS;001;01/01/2018 00:00;31/12/2099 00:00;27,05
F129ASS;003;01/01/2018 00:00;31/12/2099 00:00;23,2
F160ASS;001;01/01/2018 00:00;31/12/2099 00:00;91,77
F160ASS;003;01/01/2018 00:00;31/12/2099 00:00;80,92
F179ASS;001;01/01/2018 00:00;31/12/2099 00:00;76,45
F179ASS;003;01/01/2018 00:00;31/12/2099 00:00;67,27
F189ASS;001;01/01/2018 00:00;31/12/2099 00:00;90,22
F189ASS;003;01/01/2018 00:00;31/12/2099 00:00;79,8
F203ASS;001;01/01/2018 00:00;31/12/2099 00:00;20,45
F203ASS;003;01/01/2018 00:00;31/12/2099 00:00;17,32
F219ASS;001;01/01/2018 00:00;31/12/2099 00:00;11,9
F219ASS;003;01/01/2018 00:00;31/12/2099 00:00;9,4
F239ASS;001;01/01/2018 00:00;31/12/2099 00:00;29,75
F239ASS;003;01/01/2018 00:00;31/12/2099 00:00;25,65
F259ASS;001;01/01/2018 00:00;31/12/2099 00:00;36,27
F259ASS;003;01/01/2018 00:00;31/12/2099 00:00;31,45
F339ASS;001;01/01/2018 00:00;31/12/2099 00:00;17,73
F339ASS;003;01/01/2018 00:00;31/12/2099 00:00;14,9
F349ASS;001;01/01/2018 00:00;31/12/2099 00:00;14,04
F349ASS;003;01/01/2018 00:00;31/12/2099 00:00;11,61
RAMA 5;001;01/01/2018 00:00;31/12/2099 00:00;92,7
RAMA 5;003;01/01/2018 00:00;31/12/2099 00:00;80,0
RAMA 5R;001;01/01/2018 00:00;31/12/2099 00:00;114,0
RAMA 5R;003;01/01/2018 00:00;31/12/2099 00:00;99,95
A199;001;01/01/2018 00:00;31/12/2099 00:00;83,4
A199;003;01/01/2018 00:00;31/12/2099 00:00;74,85
RAMA3;001;01/01/2018 00:00;31/12/2099 00:00;37,08
RAMA3;003;01/01/2018 00:00;31/12/2099 00:00;32,0
RAMA3BL;001;01/01/2018 00:00;31/12/2099 00:00;46,0
RAMA3BL;003;01/01/2018 00:00;31/12/2099 00:00;40,0
RAMA3JO;001;01/01/2018 00:00;31/12/2099 00:00;46,0
RAMA3JO;003;01/01/2018 00:00;31/12/2099 00:00;40,0
RAMA3RO;001;01/01/2018 00:00;31/12/2099 00:00;46,0
RAMA3RO;003;01/01/2018 00:00;31/12/2099 00:00;40,0
RAMA3VE;001;01/01/2018 00:00;31/12/2099 00:00;46,0
RAMA3VE;003;01/01/2018 00:00;31/12/2099 00:00;40,0
RAMABL;001;01/01/2018 00:00;31/12/2099 00:00;29,9
RAMABL;003;01/01/2018 00:00;31/12/2099 00:00;26,0
RAMACH;001;01/01/2018 00:00;31/12/2099 00:00;29,9
RAMACH;003;01/01/2018 00:00;31/12/2099 00:00;26,0
RAMAJO;001;01/01/2018 00:00;31/12/2099 00:00;29,9
RAMAJO;003;01/01/2018 00:00;31/12/2099 00:00;26,0
RAMALI;001;01/01/2018 00:00;31/12/2099 00:00;29,9
RAMALI;003;01/01/2018 00:00;31/12/2099 00:00;26,0
RAMARO;001;01/01/2018 00:00;31/12/2099 00:00;29,9
RAMARO;003;01/01/2018 00:00;31/12/2099 00:00;26,0
RAMAVE;001;01/01/2018 00:00;31/12/2099 00:00;29,9
RAMAVE;003;01/01/2018 00:00;31/12/2099 00:00;26,0
HY320;003;01/01/2018 00:00;31/12/2099 00:00;17,4
HY321;003;01/01/2018 00:00;31/12/2099 00:00;17,4
HY008C;003;01/01/2018 00:00;31/12/2099 00:00;34,22
HY008C;001;01/01/2018 00:00;31/12/2099 00:00;39,64
HY008D;001;01/01/2018 00:00;31/12/2099 00:00;146,74
HY008D;003;01/01/2018 00:00;31/12/2099 00:00;130,05
TB072;001;01/01/2018 00:00;31/12/2099 00:00;1591,25
TB072;003;01/01/2018 00:00;31/12/2099 00:00;1591,25
TB073;001;01/01/2018 00:00;31/12/2099 00:00;60,15
TB073;003;01/01/2018 00:00;31/12/2099 00:00;60,15
TB074;001;01/01/2018 00:00;31/12/2099 00:00;1591,25
TB074;003;01/01/2018 00:00;31/12/2099 00:00;1591,25
TB075;001;01/01/2018 00:00;31/12/2099 00:00;60,15
TB075;003;01/01/2018 00:00;31/12/2099 00:00;60,15
TB076;001;01/01/2018 00:00;31/12/2099 00:00;1591,25
TB076;003;01/01/2018 00:00;31/12/2099 00:00;1591,25
TB077;001;01/01/2018 00:00;31/12/2099 00:00;60,15
TB077;003;01/01/2018 00:00;31/12/2099 00:00;60,15
TB078;001;01/01/2018 00:00;31/12/2099 00:00;1591,25
TB078;003;01/01/2018 00:00;31/12/2099 00:00;1591,25
TB079;001;01/01/2018 00:00;31/12/2099 00:00;60,15
TB079;003;01/01/2018 00:00;31/12/2099 00:00;60,15
TB080;001;01/01/2018 00:00;31/12/2099 00:00;1591,25
TB080;003;01/01/2018 00:00;31/12/2099 00:00;1591,25
F319ASS;001;01/01/2018 00:00;31/12/2099 00:00;24,0
F319ASS;003;01/01/2018 00:00;31/12/2099 00:00;20,5
F309ASS;001;01/01/2018 00:00;31/12/2099 00:00;49,14
F309ASS;003;01/01/2018 00:00;31/12/2099 00:00;42,9
F329ASS;001;01/01/2018 00:00;31/12/2099 00:00;45,22
F329ASS;003;01/01/2018 00:00;31/12/2099 00:00;39,4
F011;001;01/01/2018 00:00;31/12/2099 00:00;21,61
F011;003;01/01/2018 00:00;31/12/2099 00:00;18,75
F013;001;01/01/2018 00:00;31/12/2099 00:00;6,31
F013;003;01/01/2018 00:00;31/12/2099 00:00;4,81
F415;001;01/01/2018 00:00;31/12/2099 00:00;17,32
F415;003;01/01/2018 00:00;31/12/2099 00:00;14,83
F041;003;01/01/2018 00:00;31/12/2099 00:00;25,4
F041;001;01/01/2018 00:00;31/12/2099 00:00;28,95
F177;001;01/01/2018 00:00;31/12/2099 00:00;11,28
F177;003;01/01/2018 00:00;31/12/2099 00:00;9,35
F178;001;01/01/2018 00:00;31/12/2099 00:00;13,11
F178;003;01/01/2018 00:00;31/12/2099 00:00;11,0
F095;001;01/01/2018 00:00;31/12/2099 00:00;18,88
F095;003;01/01/2018 00:00;31/12/2099 00:00;16,25
F096;003;01/01/2018 00:00;31/12/2099 00:00;16,25
F096;001;01/01/2018 00:00;31/12/2099 00:00;18,88
F097;001;01/01/2018 00:00;31/12/2099 00:00;18,88
F097;003;01/01/2018 00:00;31/12/2099 00:00;16,25
F098;001;01/01/2018 00:00;31/12/2099 00:00;18,88
F098;003;01/01/2018 00:00;31/12/2099 00:00;16,25
F240;003;01/01/2018 00:00;31/12/2099 00:00;23,95
F240;001;01/01/2018 00:00;31/12/2099 00:00;27,35
F241;001;01/01/2018 00:00;31/12/2099 00:00;27,35
F241;003;01/01/2018 00:00;31/12/2099 00:00;23,95
F242;001;01/01/2018 00:00;31/12/2099 00:00;27,35
F242;003;01/01/2018 00:00;31/12/2099 00:00;23,95
F352;003;01/01/2018 00:00;31/12/2099 00:00;24,95
F352;001;01/01/2018 00:00;31/12/2099 00:00;32,58
F353;003;01/01/2018 00:00;31/12/2099 00:00;10,8
F353;001;01/01/2018 00:00;31/12/2099 00:00;12,45
F090;003;01/01/2018 00:00;31/12/2099 00:00;41,35
F091;003;01/01/2018 00:00;31/12/2099 00:00;303,85
F091;001;01/01/2018 00:00;31/12/2099 00:00;339,4
A250;003;01/01/2018 00:00;31/12/2099 00:00;17,1
A250;001;01/01/2018 00:00;31/12/2099 00:00;19,8
HY351;003;01/01/2018 00:00;31/12/2099 00:00;16,13
HY350;003;01/01/2018 00:00;31/12/2099 00:00;28,56
HY350;001;01/01/2018 00:00;31/12/2099 00:00;32,43
HY351;001;01/01/2018 00:00;31/12/2099 00:00;18,76
RACVITEP;003;01/01/2018 00:00;31/12/2099 00:00;30,12
RACVITEP;001;01/01/2018 00:00;31/12/2099 00:00;34,15
C005;003;01/01/2018 00:00;31/12/2099 00:00;45,95
C005;001;01/01/2018 00:00;31/12/2099 00:00;51,6
HY220;003;01/01/2018 00:00;31/12/2099 00:00;9,9
HY220;001;01/01/2018 00:00;31/12/2099 00:00;11,9
RAMA3R;003;01/01/2018 00:00;31/12/2099 00:00;38,85
RAMA3R;001;01/01/2018 00:00;31/12/2099 00:00;43,71
P029;003;01/01/2018 00:00;31/12/2099 00:00;0,31
P029;001;01/01/2018 00:00;31/12/2099 00:00;0,39
A212;001;01/01/2018 00:00;31/12/2099 00:00;62,4
A212;003;01/01/2018 00:00;31/12/2099 00:00;55,75
A300;003;01/01/2018 00:00;31/12/2099 00:00;84,5
A301;003;01/01/2018 00:00;31/12/2099 00:00;205,0
A300;001;01/01/2018 00:00;31/12/2099 00:00;93,95
A301;001;01/01/2018 00:00;31/12/2099 00:00;226,5
A114;001;01/01/2018 00:00;31/12/2099 00:00;39,5
A115;001;01/01/2018 00:00;31/12/2099 00:00;38,9
A114;003;01/01/2018 00:00;31/12/2099 00:00;35,0
A115;003;01/01/2018 00:00;31/12/2099 00:00;34,41
PRRASS;003;01/01/2018 00:00;31/12/2099 00:00;69,81
PRRASS;001;01/01/2018 00:00;31/12/2099 00:00;84,55
PRSASS;003;01/01/2018 00:00;31/12/2099 00:00;69,81
PRSASS;001;01/01/2018 00:00;31/12/2099 00:00;84,55
P041;001;01/01/2018 00:00;31/12/2099 00:00;0,92
P042;003;01/01/2018 00:00;31/12/2099 00:00;0,62
A156;001;01/01/2018 00:00;31/12/2099 00:00;14,15
A156;003;01/01/2018 00:00;31/12/2099 00:00;11,95
A155;001;01/01/2018 00:00;31/12/2099 00:00;12,2
A155;003;01/01/2018 00:00;31/12/2099 00:00;10,15
A175;001;01/01/2018 00:00;31/12/2099 00:00;49,5
A175;003;01/01/2018 00:00;31/12/2099 00:00;44,05
F305;001;01/01/2018 00:00;31/12/2099 00:00;10,73
F305;003;01/01/2018 00:00;31/12/2099 00:00;8,85
RACSOL45;001;01/01/2018 00:00;31/12/2099 00:00;18,43
RACSOL45;003;01/01/2018 00:00;31/12/2099 00:00;15,85
A170C;001;01/01/2018 00:00;31/12/2099 00:00;32,97
A170C;003;01/01/2018 00:00;31/12/2099 00:00;30,97
A170J;001;01/01/2018 00:00;31/12/2099 00:00;32,97
A170J;003;01/01/2018 00:00;31/12/2099 00:00;30,97
A170R;001;01/01/2018 00:00;31/12/2099 00:00;32,97
A170R;003;01/01/2018 00:00;31/12/2099 00:00;30,97
A170V;001;01/01/2018 00:00;31/12/2099 00:00;32,97
A170V;003;01/01/2018 00:00;31/12/2099 00:00;30,97
HY320;001;01/01/2018 00:00;31/12/2099 00:00;18,9
HY321;001;01/01/2018 00:00;31/12/2099 00:00;18,9
P031;003;01/01/2018 00:00;31/12/2099 00:00;2,7
P032;001;01/01/2018 00:00;31/12/2099 00:00;4,88
P032;003;01/01/2018 00:00;31/12/2099 00:00;4,4
P033;001;01/01/2018 00:00;31/12/2099 00:00;5,24
P033;003;01/01/2018 00:00;31/12/2099 00:00;4,73
P034;001;01/01/2018 00:00;31/12/2099 00:00;5,76
P034;003;01/01/2018 00:00;31/12/2099 00:00;5,2
A205C;001;01/01/2018 00:00;31/12/2099 00:00;28,8
A205C;003;01/01/2018 00:00;31/12/2099 00:00;25,25
A205D;001;01/01/2018 00:00;31/12/2099 00:00;28,8
A205D;003;01/01/2018 00:00;31/12/2099 00:00;25,25
A189;001;01/01/2018 00:00;31/12/2099 00:00;42,35
A189;003;01/01/2018 00:00;31/12/2099 00:00;36,84
A157;001;01/01/2018 00:00;31/12/2099 00:00;13,4
A157;003;01/01/2018 00:00;31/12/2099 00:00;11,2
A116;001;01/01/2018 00:00;31/12/2099 00:00;18,05
A116;003;01/01/2018 00:00;31/12/2099 00:00;15,45
A191;001;01/01/2018 00:00;31/12/2099 00:00;41,95
A191;003;01/01/2018 00:00;31/12/2099 00:00;36,5
PPSASS;001;01/01/2018 00:00;31/12/2099 00:00;78,42
PPSASS;003;01/01/2018 00:00;31/12/2099 00:00;62,3
PRAS40;001;01/01/2018 00:00;31/12/2099 00:00;17,21
PRAS40;003;01/01/2018 00:00;31/12/2099 00:00;11,98
A092;001;01/01/2018 00:00;31/12/2099 00:00;58,85
A092;003;01/01/2018 00:00;31/12/2099 00:00;52,53
HY092;003;01/01/2018 00:00;31/12/2099 00:00;34,7
HY171E;003;01/01/2018 00:00;31/12/2099 00:00;52,4
HY171E;001;01/01/2018 00:00;31/12/2099 00:00;71,65
HY152E;003;01/01/2018 00:00;31/12/2099 00:00;47,93
HY152E;001;01/01/2018 00:00;31/12/2099 00:00;54,78
P043;003;01/01/2018 00:00;31/12/2099 00:00;0,58
P060;003;01/01/2018 00:00;31/12/2099 00:00;0,48
P061;003;01/01/2018 00:00;31/12/2099 00:00;0,6
HY188;003;01/01/2018 00:00;31/12/2099 00:00;16,55
C042CHO;001;01/01/2018 00:00;31/12/2099 00:00;61,34
C042CHO;003;01/01/2018 00:00;31/12/2099 00:00;53,8
C042FUC;001;01/01/2018 00:00;31/12/2099 00:00;61,34
C042FUC;003;01/01/2018 00:00;31/12/2099 00:00;53,8
C042GRI;001;01/01/2018 00:00;31/12/2099 00:00;61,34
C042GRI;003;01/01/2018 00:00;31/12/2099 00:00;53,8
C042LIL;001;01/01/2018 00:00;31/12/2099 00:00;61,34
C042LIL;003;01/01/2018 00:00;31/12/2099 00:00;53,8
C042MEN;001;01/01/2018 00:00;31/12/2099 00:00;61,34
C042MEN;003;01/01/2018 00:00;31/12/2099 00:00;53,8
C042NAT;001;01/01/2018 00:00;31/12/2099 00:00;61,34
C042NAT;003;01/01/2018 00:00;31/12/2099 00:00;53,8
C042ROY;001;01/01/2018 00:00;31/12/2099 00:00;61,34
C042ROY;003;01/01/2018 00:00;31/12/2099 00:00;53,8
A173B;001;01/01/2018 00:00;31/12/2099 00:00;51,8
A173B;003;01/01/2018 00:00;31/12/2099 00:00;45,25
A173R;001;01/01/2018 00:00;31/12/2099 00:00;51,8
A173R;003;01/01/2018 00:00;31/12/2099 00:00;45,25
A173V;001;01/01/2018 00:00;31/12/2099 00:00;51,8
A173V;003;01/01/2018 00:00;31/12/2099 00:00;45,25
A173J;001;01/01/2018 00:00;31/12/2099 00:00;51,8
A173C;001;01/01/2018 00:00;31/12/2099 00:00;51,8
A173J;003;01/01/2018 00:00;31/12/2099 00:00;45,25
A173C;003;01/01/2018 00:00;31/12/2099 00:00;45,25
A174B;001;01/01/2018 00:00;31/12/2099 00:00;66,1
A174R;003;01/01/2018 00:00;31/12/2099 00:00;58,0
A174V;001;01/01/2018 00:00;31/12/2099 00:00;66,1
A174J;001;01/01/2018 00:00;31/12/2099 00:00;66,1
A174C;001;01/01/2018 00:00;31/12/2099 00:00;66,1
A174B;003;01/01/2018 00:00;31/12/2099 00:00;58,0
A174C;003;01/01/2018 00:00;31/12/2099 00:00;58,0
A174V;003;01/01/2018 00:00;31/12/2099 00:00;58,0
A174J;003;01/01/2018 00:00;31/12/2099 00:00;58,0
A171R;001;01/01/2018 00:00;31/12/2099 00:00;77,6
A171V;001;01/01/2018 00:00;31/12/2099 00:00;77,6
A171J;001;01/01/2018 00:00;31/12/2099 00:00;77,6
A171C;001;01/01/2018 00:00;31/12/2099 00:00;77,6
A172B;001;01/01/2018 00:00;31/12/2099 00:00;82,75
A172R;001;01/01/2018 00:00;31/12/2099 00:00;82,75
A172V;001;01/01/2018 00:00;31/12/2099 00:00;82,75
A172J;001;01/01/2018 00:00;31/12/2099 00:00;82,75
A172C;001;01/01/2018 00:00;31/12/2099 00:00;82,75
A171V;003;01/01/2018 00:00;31/12/2099 00:00;68,3
A171J;003;01/01/2018 00:00;31/12/2099 00:00;68,3
A171C;003;01/01/2018 00:00;31/12/2099 00:00;68,3
A172B;003;01/01/2018 00:00;31/12/2099 00:00;72,85
A172R;003;01/01/2018 00:00;31/12/2099 00:00;72,85
A172V;003;01/01/2018 00:00;31/12/2099 00:00;72,85
A172J;003;01/01/2018 00:00;31/12/2099 00:00;72,85
A172C;003;01/01/2018 00:00;31/12/2099 00:00;72,85
HY324;001;01/01/2018 00:00;31/12/2099 00:00;18,9
HY324;003;01/01/2018 00:00;31/12/2099 00:00;17,4
HY325;001;01/01/2018 00:00;31/12/2099 00:00;18,9
HY325;003;01/01/2018 00:00;31/12/2099 00:00;17,4
HY326;001;01/01/2018 00:00;31/12/2099 00:00;18,9
HY326;003;01/01/2018 00:00;31/12/2099 00:00;17,4
HY327;001;01/01/2018 00:00;31/12/2099 00:00;18,9
HY327;003;01/01/2018 00:00;31/12/2099 00:00;17,4
SEAU10L;003;01/01/2018 00:00;31/12/2099 00:00;12,6
SEAU10L;001;01/01/2018 00:00;31/12/2099 00:00;13,14
A171R;003;01/01/2018 00:00;31/12/2099 00:00;68,3
A174R;001;01/01/2018 00:00;31/12/2099 00:00;66,1
HY189;001;01/01/2018 00:00;31/12/2099 00:00;8,1
F427;003;01/01/2018 00:00;31/12/2099 00:00;70,0
F427;001;01/01/2018 00:00;31/12/2099 00:00;80,5
HY155ASS;003;01/01/2018 00:00;31/12/2099 00:00;14,61
HY155ASS;001;01/01/2018 00:00;31/12/2099 00:00;18,38
HY156ASS;003;01/01/2018 00:00;31/12/2099 00:00;16,85
HY156ASS;001;01/01/2018 00:00;31/12/2099 00:00;23,35
D044;001;01/01/2018 00:00;31/12/2099 00:00;86,0
D045;001;01/01/2018 00:00;31/12/2099 00:00;160,0
HY094;001;01/01/2018 00:00;31/12/2099 00:00;13,18
C010BEI;001;01/01/2018 00:00;31/12/2099 00:00;25,55
C010BEI;003;01/01/2018 00:00;31/12/2099 00:00;21,83
C010BLE;001;01/01/2018 00:00;31/12/2099 00:00;25,55
C010BLE;003;01/01/2018 00:00;31/12/2099 00:00;21,83
C010CHO;001;01/01/2018 00:00;31/12/2099 00:00;25,55
C010CHO;003;01/01/2018 00:00;31/12/2099 00:00;21,83
C010FUC;001;01/01/2018 00:00;31/12/2099 00:00;25,55
C010FUC;003;01/01/2018 00:00;31/12/2099 00:00;21,83
C010GRI;001;01/01/2018 00:00;31/12/2099 00:00;25,55
C010GRI;003;01/01/2018 00:00;31/12/2099 00:00;21,83
C010MEN;001;01/01/2018 00:00;31/12/2099 00:00;25,55
C010MEN;003;01/01/2018 00:00;31/12/2099 00:00;21,83
C010NAT;001;01/01/2018 00:00;31/12/2099 00:00;25,55
C010NAT;003;01/01/2018 00:00;31/12/2099 00:00;21,83
C010ROY;001;01/01/2018 00:00;31/12/2099 00:00;25,55
C010ROY;003;01/01/2018 00:00;31/12/2099 00:00;21,83
C010VIO;001;01/01/2018 00:00;31/12/2099 00:00;25,55
C010VIO;003;01/01/2018 00:00;31/12/2099 00:00;21,83
C011BEI;001;01/01/2018 00:00;31/12/2099 00:00;63,9
C011BLA;001;01/01/2018 00:00;31/12/2099 00:00;63,9
C011BLA;003;01/01/2018 00:00;31/12/2099 00:00;56,07
C011BLE;001;01/01/2018 00:00;31/12/2099 00:00;63,9
C011BLE;003;01/01/2018 00:00;31/12/2099 00:00;56,07
C011BOR;001;01/01/2018 00:00;31/12/2099 00:00;63,9
C011BOR;003;01/01/2018 00:00;31/12/2099 00:00;56,07
C011CHO;001;01/01/2018 00:00;31/12/2099 00:00;63,9
C011CHO;003;01/01/2018 00:00;31/12/2099 00:00;56,07
C011FUC;001;01/01/2018 00:00;31/12/2099 00:00;63,9
C011FUC;003;01/01/2018 00:00;31/12/2099 00:00;56,07
C011LIL;001;01/01/2018 00:00;31/12/2099 00:00;63,9
C011LIL;003;01/01/2018 00:00;31/12/2099 00:00;56,07
C011MEN;001;01/01/2018 00:00;31/12/2099 00:00;63,9
C011MEN;003;01/01/2018 00:00;31/12/2099 00:00;56,07
C011NAT;001;01/01/2018 00:00;31/12/2099 00:00;63,9
C011NAT;003;01/01/2018 00:00;31/12/2099 00:00;56,07
C011ROY;001;01/01/2018 00:00;31/12/2099 00:00;63,9
C011ROY;003;01/01/2018 00:00;31/12/2099 00:00;56,07
C011TUR;001;01/01/2018 00:00;31/12/2099 00:00;63,9
C011TUR;003;01/01/2018 00:00;31/12/2099 00:00;56,07
C011VIO;001;01/01/2018 00:00;31/12/2099 00:00;63,9
C011VIO;003;01/01/2018 00:00;31/12/2099 00:00;56,07
C013ANI;001;01/01/2018 00:00;31/12/2099 00:00;6,8
C013ANI;003;01/01/2018 00:00;31/12/2099 00:00;5,14
C013ANT;001;01/01/2018 00:00;31/12/2099 00:00;6,8
C013ANT;003;01/01/2018 00:00;31/12/2099 00:00;5,14
C013BEI;001;01/01/2018 00:00;31/12/2099 00:00;6,8
C013BEI;003;01/01/2018 00:00;31/12/2099 00:00;5,14
C013BLA;001;01/01/2018 00:00;31/12/2099 00:00;6,8
C013BLA;003;01/01/2018 00:00;31/12/2099 00:00;5,14
C013BLE;001;01/01/2018 00:00;31/12/2099 00:00;6,8
C013BLE;003;01/01/2018 00:00;31/12/2099 00:00;5,14
C013BOR;001;01/01/2018 00:00;31/12/2099 00:00;6,8
C013BOR;003;01/01/2018 00:00;31/12/2099 00:00;5,14
C013CHO;001;01/01/2018 00:00;31/12/2099 00:00;6,8
C013CHO;003;01/01/2018 00:00;31/12/2099 00:00;5,14
C013FUC;001;01/01/2018 00:00;31/12/2099 00:00;6,8
C013FUC;003;01/01/2018 00:00;31/12/2099 00:00;5,14
C013GRI;001;01/01/2018 00:00;31/12/2099 00:00;6,8
C013GRI;003;01/01/2018 00:00;31/12/2099 00:00;5,14
C013LIL;001;01/01/2018 00:00;31/12/2099 00:00;6,8
C013LIL;003;01/01/2018 00:00;31/12/2099 00:00;5,14
C013MEN;001;01/01/2018 00:00;31/12/2099 00:00;6,8
C013MEN;003;01/01/2018 00:00;31/12/2099 00:00;5,14
C013NAT;001;01/01/2018 00:00;31/12/2099 00:00;6,8
C013NAT;003;01/01/2018 00:00;31/12/2099 00:00;5,14
C013ROY;001;01/01/2018 00:00;31/12/2099 00:00;6,8
C013ROY;003;01/01/2018 00:00;31/12/2099 00:00;5,14
C013TUR;001;01/01/2018 00:00;31/12/2099 00:00;6,8
C013TUR;003;01/01/2018 00:00;31/12/2099 00:00;5,14
C013VIO;001;01/01/2018 00:00;31/12/2099 00:00;6,8
C013VIO;003;01/01/2018 00:00;31/12/2099 00:00;5,14
C025ANI;001;01/01/2018 00:00;31/12/2099 00:00;9,45
C025ANI;003;01/01/2018 00:00;31/12/2099 00:00;7,5
C025BEI;001;01/01/2018 00:00;31/12/2099 00:00;9,45
C025BEI;003;01/01/2018 00:00;31/12/2099 00:00;7,5
C025BOR;001;01/01/2018 00:00;31/12/2099 00:00;9,45
C025BOR;003;01/01/2018 00:00;31/12/2099 00:00;7,5
C025FUC;001;01/01/2018 00:00;31/12/2099 00:00;9,45
C025FUC;003;01/01/2018 00:00;31/12/2099 00:00;7,5
C025GRI;001;01/01/2018 00:00;31/12/2099 00:00;9,45
C025GRI;003;01/01/2018 00:00;31/12/2099 00:00;7,5
C025LIL;001;01/01/2018 00:00;31/12/2099 00:00;9,45
C025LIL;003;01/01/2018 00:00;31/12/2099 00:00;7,5
C025MEN;001;01/01/2018 00:00;31/12/2099 00:00;9,45
C025MEN;003;01/01/2018 00:00;31/12/2099 00:00;7,5
C025NAT;001;01/01/2018 00:00;31/12/2099 00:00;9,45
C025NAT;003;01/01/2018 00:00;31/12/2099 00:00;7,5
C025ROY;001;01/01/2018 00:00;31/12/2099 00:00;9,45
C025ROY;003;01/01/2018 00:00;31/12/2099 00:00;7,5
C025VIO;001;01/01/2018 00:00;31/12/2099 00:00;9,45
C025VIO;003;01/01/2018 00:00;31/12/2099 00:00;7,5
C041ANI;001;01/01/2018 00:00;31/12/2099 00:00;48,3
C041ANI;003;01/01/2018 00:00;31/12/2099 00:00;42,16
C041BEI;001;01/01/2018 00:00;31/12/2099 00:00;48,3
C041BEI;003;01/01/2018 00:00;31/12/2099 00:00;42,16
C041BLA;001;01/01/2018 00:00;31/12/2099 00:00;48,3
C041BLA;003;01/01/2018 00:00;31/12/2099 00:00;42,16
C041BLE;001;01/01/2018 00:00;31/12/2099 00:00;48,3
C041BLE;003;01/01/2018 00:00;31/12/2099 00:00;42,16
C041BOR;001;01/01/2018 00:00;31/12/2099 00:00;48,3
C041BOR;003;01/01/2018 00:00;31/12/2099 00:00;42,16
C041CHO;001;01/01/2018 00:00;31/12/2099 00:00;48,3
C041CHO;003;01/01/2018 00:00;31/12/2099 00:00;42,16
C041FUC;001;01/01/2018 00:00;31/12/2099 00:00;48,3
C041FUC;003;01/01/2018 00:00;31/12/2099 00:00;42,16
C041GRI;001;01/01/2018 00:00;31/12/2099 00:00;48,3
C041GRI;003;01/01/2018 00:00;31/12/2099 00:00;42,16
C041LIL;001;01/01/2018 00:00;31/12/2099 00:00;48,3
C041LIL;003;01/01/2018 00:00;31/12/2099 00:00;42,16
C041NAT;001;01/01/2018 00:00;31/12/2099 00:00;48,3
