gp_naturepieceg;gp_souche;gp_numero;gp_datepiece;gp_tiers;gp_representant;gp_totalht;gp_totalttc
FAC;;VTE/2021/07001;08/12/2021;ATEREY;LUKOW;178,2;213,84
FAC;;VTE/2021/07002;08/12/2021;GLETANCHEI;BLASS;619,13;742,96
FAC;;VTE/2021/07003;08/12/2021;EUINDEST67;LUTZ;1222,68;1467,22
FAC;;VTE/2021/07004;08/12/2021;MTPLKAYS68;WEISS;257,9;309,48
FAC;;VTE/2021/07005;08/12/2021;BARRESIB62;EVRARD;576,14;691,37
FAC;;VTE/2021/07006;08/12/2021;CABSCMSG24;MENIRI;229,3;275,16
FAC;;VTE/2021/07007;08/12/2021;VOLVTRUC62;EVRARD;347,38;416,86
FAC;;VTE/2021/07008;08/12/2021;JPLPROV84;LUKOW;348,44;418,13
FAC;;VTE/2021/07010;08/12/2021;TRANSVER22;BESCO;247,8;297,36
FAC;;VTE/2021/07011;08/12/2021;ATIINDUS45;DOSSA;122,8;147,36
FAC;;VTE/2021/07012;08/12/2021;FGDSHABS68;WURTZ;135,32;162,38
FAC;;VTE/2021/07013;08/12/2021;CERPROU;LELEU;585,35;702,42
FAC;;VTE/2021/07014;08/12/2021;BLOCCARP84;LUKOW;96,85;116,22
FAC;;VTE/2021/07015;08/12/2021;MCMETREILL;SAIDI;157,3;188,76
FAC;;VTE/2021/07016;08/12/2021;MAIRIESOUE;SAID;618,0;741,6
FAC;;VTE/2021/07017;08/12/2021;GARRIG;SAIDI;69,04;82,85
FAC;;VTE/2021/07018;08/12/2021;MAAMGNDL68;WURTZ;919,81;1103,77
FAC;;VTE/2021/07019;08/12/2021;PHARMABEUV;JOBBI;366,5;439,8
FAC;;VTE/2021/07020;08/12/2021;CNRSSTLSTR;LUTZ;608,04;729,65
FAC;;VTE/2021/07021;08/12/2021;MAIRIRUM59;EVRARD;214,4;257,28
FAC;;VTE/2021/07022;08/12/2021;CLINEALO27;LELEU;255,6;306,72
FAC;;VTE/2021/07023;08/12/2021;CREDITMU26;CDESUDEST;292,79;351,35
FAC;;VTE/2021/07024;08/12/2021;TEREOSLILL;EVRARD;303,0;363,6
FAC;;VTE/2021/07025;08/12/2021;GARAGDIA68;WEISS;949,25;1139,1
FAC;;VTE/2021/07026;09/12/2021;MAIFESSEN;WEISS;850,87;1021,04
FAC;;VTE/2021/07027;09/12/2021;MAAMGNDL68;WURTZ;161,15;193,38
FAC;;VTE/2021/07028;09/12/2021;COULAUDG69;CORIAT;368,03;441,64
FAC;;VTE/2021/07029;09/12/2021;HOTELQUIB;LESUR;496,86;596,23
FAC;;VTE/2021/07030;09/12/2021;CENESFER59;EVRARD;424,2;509,04
FAC;;VTE/2021/07031;09/12/2021;RIBEIROCR;SAIDI;221,28;265,54
FAC;;VTE/2021/07032;09/12/2021;SONDALPL69;CORIAT;1110,29;1332,35
FAC;;VTE/2021/07033;09/12/2021;ESPRITPA69;CORIAT;1076,76;1292,11
FAC;;VTE/2021/07034;09/12/2021;MAIHEGETMA;SAID;337,2;404,64
FAC;;VTE/2021/07035;09/12/2021;DRLANGMAN;HELIN;171,0;205,2
FAC;;VTE/2021/07036;09/12/2021;MAUNAND;DECRO;146,0;175,2
FAC;;VTE/2021/07037;09/12/2021;CMMEUROP68;WURTZ;764,15;916,98
FAC;;VTE/2021/07038;09/12/2021;MAIVERTOU;BOUL;226,5;271,8
FAC;;VTE/2021/07039;09/12/2021;CABLENOIR;ZMUDA;86,0;103,2
FAC;;VTE/2021/07172;14/12/2021;CHAPEISO68;WURTZ;242,7;291,24
FAC;;VTE/2021/07040;09/12/2021;SECTIONURB;GASSM;689,0;826,8
FAC;;VTE/2021/07041;09/12/2021;MAITREFARG;HELIN;309,6;371,52
FAC;;VTE/2021/07042;09/12/2021;EJRCPARIS8;DELBA;296,1;355,32
FAC;;VTE/2021/07043;09/12/2021;ALBINGIA92;DECRO;669,5;803,4
FAC;;VTE/2021/07044;09/12/2021;ATVJOSSI77;HELIN;319,59;383,51
FAC;;VTE/2021/07045;09/12/2021;ASTENDRA93;DELBA;1211,38;1453,66
FAC;;VTE/2021/07046;09/12/2021;CABOTCARB;BOUL;208,86;250,63
FAC;;VTE/2021/07047;09/12/2021;DABAS;DECRO;97,0;116,4
FAC;;VTE/2021/07048;09/12/2021;LABOOPALDE;LOYERJ;110,7;132,84
FAC;;VTE/2021/07049;09/12/2021;LTACONCE91;DECRO;498,0;597,6
FAC;;VTE/2021/07050;09/12/2021;BARRY;DECRO;145,32;174,38
FAC;;VTE/2021/07051;09/12/2021;BOWLINGV59;HELIN;176,94;212,33
FAC;;VTE/2021/07052;09/12/2021;EARLTHIBAU;POIRI;154,0;184,8
FAC;;VTE/2021/07053;09/12/2021;BOISETLO59;BOUL;696,6;835,92
FAC;;VTE/2021/07054;09/12/2021;AMBRE;HESS;292,5;351,0
FAC;;VTE/2021/07055;09/12/2021;SDISBELFOR;ADLER;161,53;193,84
FAC;;VTE/2021/07056;09/12/2021;ELECDOMONT;HELIN;104,0;124,8
FAC;;VTE/2021/07057;09/12/2021;MMEBRANTON;DELBA;86,0;103,2
FAC;;VTE/2021/07058;09/12/2021;DENTKELLER;ZMUDA;153,79;184,55
FAC;;VTE/2021/07059;09/12/2021;RUCHRENE;HELIN;146,37;175,64
FAC;;VTE/2021/07060;09/12/2021;ZILIANI;ZMUDA;208,8;250,56
FAC;;VTE/2021/07061;09/12/2021;FLEURENCE;ZMUDA;86,0;103,2
FAC;;VTE/2021/07062;09/12/2021;AVIVAASS28;DECRO;178,0;213,6
FAC;;VTE/2021/07063;09/12/2021;COOPCORCOU;BOUL;946,42;1135,7
FAC;;VTE/2021/07064;09/12/2021;TRANSDON44;HELIN;146,22;175,46
FAC;;VTE/2021/07065;09/12/2021;OFFICE;GASSM;180,0;216,0
FAC;;VTE/2021/07066;09/12/2021;DRSCHMIDT;ZMUDA;95,0;114,0
FAC;;VTE/2021/07067;09/12/2021;CROMBDIJ21;ADLER;82,1;98,52
FAC;;VTE/2021/07068;09/12/2021;FRANCOU;DECRO;282,0;338,4
FAC;;VTE/2021/07069;09/12/2021;TOUTMAT25;HELIN;128,0;153,6
FAC;;VTE/2021/07070;09/12/2021;WACKERNE77;DELBA;273,0;327,6
FAC;;VTE/2021/07071;09/12/2021;PADYASEK;DELBA;106,0;127,2
FAC;;VTE/2021/07072;09/12/2021;SCPCALDERO;ZMUDA;85,0;102,0
FAC;;VTE/2021/07073;09/12/2021;DECROOCQ;DELBA;208,0;249,6
FAC;;VTE/2021/07074;09/12/2021;PAROISDUPU;HESS;111,43;133,72
FAC;;VTE/2021/07075;09/12/2021;WENDLING;ADLER;149,15;178,98
FAC;;VTE/2021/07076;09/12/2021;CNEUROPE93;LOYERJ;1153,0;1383,6
FAC;;VTE/2021/07077;09/12/2021;JOUETSMONT;BOUL;76,0;91,2
FAC;;VTE/2021/07078;09/12/2021;AVILY;DELBA;198,0;237,6
FAC;;VTE/2021/07079;09/12/2021;CARMELLYON;BOUL;100,0;120,0
FAC;;VTE/2021/07080;09/12/2021;CECAPIFR70;ADLER;101,3;121,56
FAC;;VTE/2021/07081;09/12/2021;MACHADOCON;HELIN;1008,38;1210,06
FAC;;VTE/2021/07082;09/12/2021;BATSERVICE;DELBA;188,0;225,6
FAC;;VTE/2021/07083;09/12/2021;VEBAFLOR;DECRO;198,0;237,6
FAC;;VTE/2021/07084;09/12/2021;PAPRECGA28;DELBA;3327,0;3992,4
FAC;;VTE/2021/07085;09/12/2021;RAJALU;BOUL;417,88;501,46
FAC;;VTE/2021/07086;09/12/2021;RABOBANK;DECRO;640,0;768,0
FAC;;VTE/2021/07087;09/12/2021;RABOBANK;DECRO;729,3;875,16
FAC;;VTE/2021/07088;09/12/2021;SIACISTH75;ZMUDA;240,0;288,0
FAC;;VTE/2021/07089;09/12/2021;CESARICO20;DECRO;219,65;263,58
FAC;;VTE/2021/07090;09/12/2021;IMMOMARNE;GASSM;96,45;115,74
FAC;;VTE/2021/07091;09/12/2021;LYCRSCHU93;HELIN;228,39;274,07
FAC;;VTE/2021/07092;09/12/2021;AGBUSTIN;HESS;102,92;123,5
FAC;;VTE/2021/07093;09/12/2021;LAPRESSEME;DECRO;170,0;204,0
FAC;;VTE/2021/07094;09/12/2021;LTSLESQUIN;DELBA;177,4;212,88
FAC;;VTE/2021/07095;09/12/2021;PIXELLEN59;DECRO;131,2;157,44
FAC;;VTE/2021/07096;09/12/2021;SALONDENIS;DELBA;102,0;122,4
FAC;;VTE/2021/07097;09/12/2021;ORTHBORD;BOUL;97,0;116,4
FAC;;VTE/2021/07098;09/12/2021;CDMENUIS72;PENAR;90,81;108,97
FAC;;VTE/2021/07099;09/12/2021;LEFEBLILLE;EVRARD;1917,51;2301,01
FAC;;VTE/2021/07101;09/12/2021;CREDITESPL;LUTZ;957,0;1148,4
FAC;;VTE/2021/07103;09/12/2021;CMBRIGNO;CDESUDEST;409,5;491,4
FAC;;VTE/2021/07104;09/12/2021;GARORLIK;LEONE;209,52;251,42
FAC;;VTE/2021/07105;09/12/2021;COLLANGO;SAID;294,42;353,3
FAC;;VTE/2021/07106;13/12/2021;LYCCYFFLE;HESS;80,6;96,72
FAC;;VTE/2021/07108;13/12/2021;CHAMPBAU51;DELBA;3250,5;3900,6
FAC;;VTE/2021/07115;13/12/2021;SUDBATAV84;LUKOW;574,9;689,88
FAC;;VTE/2021/07116;13/12/2021;EXPLOITAEP;SAIDI;178,0;213,6
FAC;;VTE/2021/07117;13/12/2021;STYLFACADE;SAIDI;178,0;213,6
FAC;;VTE/2021/07118;13/12/2021;SERHEINT68;WEISS;326,0;391,2
FAC;;VTE/2021/07119;13/12/2021;SIAMWALL59;EVRARD;264,0;316,8
FAC;;VTE/2021/07120;13/12/2021;TRANSDVE55;LEONE;656,0;787,2
FAC;;VTE/2021/07121;13/12/2021;LUCHEPUB31;AMSEL;315,0;378,0
FAC;;VTE/2021/07122;13/12/2021;IRAMSTMART;CDESUDEST;1788,86;2146,63
FAC;;VTE/2021/07123;13/12/2021;AVIMETAC84;LUKOW;157,85;189,42
FAC;;VTE/2021/07124;13/12/2021;VALADIED82;VANDEL;218,66;262,39
FAC;;VTE/2021/07189;14/12/2021;KERVAUTO29;LESUR;278,0;333,6
FAC;;VTE/2021/07125;13/12/2021;INRAARDON;JOBBI;874,86;1049,83
FAC;;VTE/2021/07126;13/12/2021;CMAUBAGNE;CDESUDEST;2374,43;2849,32
FAC;;VTE/2021/07127;13/12/2021;DAVIS76;LELEU;140,4;168,48
FAC;;VTE/2021/07128;13/12/2021;STECPLAB29;BESCO;755,7;906,84
FAC;;VTE/2021/07143;13/12/2021;BOIDENSI68;WEISS;238,0;285,6
FAC;;VTE/2021/07129;13/12/2021;MAISTSAPT;LUKOW;402,8;483,36
FAC;;VTE/2021/07130;13/12/2021;ESSIQUE;SAIDI;238,27;285,92
FAC;;VTE/2021/07131;13/12/2021;SICAMARD45;DOSSA;96,0;115,2
FAC;;VTE/2021/07132;13/12/2021;ESTMATER68;WEISS;499,7;599,64
FAC;;VTE/2021/07133;13/12/2021;LAPOSTECAV;LUKOW;718,16;861,79
FAC;;VTE/2021/07134;13/12/2021;FIMUREXP57;LEONE;170,0;204,0
FAC;;VTE/2021/07135;13/12/2021;LAGRANGEBI;SAID;104,51;125,41
FAC;;VTE/2021/07137;13/12/2021;MONTERRO67;DEVAL;406,33;487,6
FAC;;VTE/2021/07138;13/12/2021;COLSTMEDA;SAID;138,5;166,2
FAC;;VTE/2021/07139;13/12/2021;TRANSDEV57;LEONE;2108,0;2529,6
FAC;;VTE/2021/07140;13/12/2021;CEABAGNOLS;CDESUDEST;1518,19;1821,83
FAC;;VTE/2021/07141;13/12/2021;PARGIMON32;SAID;142,36;170,83
FAC;;VTE/2021/07144;13/12/2021;COLBLANQU;SAID;230,6;276,72
FAC;;VTE/2021/07145;13/12/2021;EREMSA;LELEU;346,85;416,22
FAC;;VTE/2021/07146;13/12/2021;MAIPEUPLIN;BLASS;402,8;483,36
FAC;;VTE/2021/07147;13/12/2021;FRANGALV62;EVRARD;294,34;353,21
FAC;;VTE/2021/07148;13/12/2021;TERTRANS84;LUKOW;336,6;403,92
FAC;;VTE/2021/07149;13/12/2021;MAILORMON;SAID;157,39;188,87
FAC;;VTE/2021/07150;13/12/2021;ENFRASYS69;CORIAT;220,3;264,36
FAC;;VTE/2021/07151;13/12/2021;ROUSSEAU16;MENIRI;2119,42;2543,3
FAC;;VTE/2021/07152;13/12/2021;NOTAIREEVR;LELEU;322,0;386,4
FAC;;VTE/2021/07153;13/12/2021;CONFORTE57;LEONE;178,0;213,6
FAC;;VTE/2021/07154;13/12/2021;RESOBAUD56;LESUR;258,0;309,6
FAC;;VTE/2021/07155;13/12/2021;GAIALCOL68;WEISS;604,6;725,52
FAC;;VTE/2021/07156;13/12/2021;CREDITINGW;DEVAL;1219,25;1463,1
FAC;;VTE/2021/07157;13/12/2021;SITECLUN34;AMSEL;238,24;285,89
FAC;;VTE/2021/07158;13/12/2021;COIFMSST67;LUTZ;168,7;202,44
FAC;;VTE/2021/07159;13/12/2021;BARBEDETTE;LELEU;291,6;349,92
FAC;;VTE/2021/07160;13/12/2021;ASSGES;CORIAT;5112,03;6134,44
FAC;;VTE/2021/07161;13/12/2021;CARROACK68;WURTZ;84,0;100,8
FAC;;VTE/2021/07162;13/12/2021;CARROCOLMA;WEISS;625,39;750,47
FAC;;VTE/2021/07163;13/12/2021;MAIROUVROY;SAIDI;188,0;225,6
FAC;;VTE/2021/07164;13/12/2021;IUTMETZ57;HESS;837,7;1005,24
FAC;;VTE/2021/07165;14/12/2021;FERMREYM68;WEISS;178,56;214,27
FAC;;VTE/2021/07166;14/12/2021;RLAMBASS67;LUTZ;310,05;372,06
FAC;;VTE/2021/07167;14/12/2021;ETSBFAYE24;MENIRI;270,37;324,44
FAC;;VTE/2021/07168;14/12/2021;HAENNIRA68;WEISS;362,74;435,29
FAC;;VTE/2021/07169;14/12/2021;CREDMUT26;CDESUDEST;1128,79;1354,55
FAC;;VTE/2021/07170;14/12/2021;MAISTGUI34;DUMON;190,05;228,06
FAC;;VTE/2021/07171;14/12/2021;CMMARSEILL;CDESUDEST;882,23;1058,68
FAC;;VTE/2021/07173;14/12/2021;MISTRASA84;LUKOW;401,17;481,4
FAC;;VTE/2021/07174;14/12/2021;CEABAGNOLS;CDESUDEST;2607,26;3128,71
FAC;;VTE/2021/07175;14/12/2021;PIERJARD45;DOSSA;337,12;404,54
FAC;;VTE/2021/07207;14/12/2021;GAZDETECT;BOUL;185,4;222,48
FAC;;VTE/2021/07176;14/12/2021;SERTECVO68;WEISS;491,52;589,82
FAC;;VTE/2021/07177;14/12/2021;APEP;LUKOW;163,79;196,55
FAC;;VTE/2021/07178;14/12/2021;IPABOISM74;DONNE;112,2;134,64
FAC;;VTE/2021/07179;14/12/2021;STPLESTA22;BESCO;99,37;119,24
FAC;;VTE/2021/07180;14/12/2021;HEYERMAR45;DOSSA;302,77;363,32
FAC;;VTE/2021/07181;14/12/2021;TRANSFLORS;EVRARD;924,82;1109,78
FAC;;VTE/2021/07182;14/12/2021;BLASTREE02;SAIDI;188,0;225,6
FAC;;VTE/2021/07183;14/12/2021;D3MACONN74;DONNE;849,1;1018,92
FAC;;VTE/2021/07184;14/12/2021;MAIASPACH;WURTZ;125,67;150,8
FAC;;VTE/2021/07185;14/12/2021;FORDRILL84;LUKOW;1134,07;1360,88
FAC;;VTE/2021/07186;14/12/2021;ALLEZYJA28;DOSSA;4305,0;5166,0
FAC;;VTE/2021/07187;14/12/2021;CAPITOLSTUD;LUKOW;921,5;1105,8
FAC;;VTE/2021/07188;14/12/2021;JIMENEZMOT;LUKOW;630,97;757,16
FAC;;VTE/2021/07190;14/12/2021;LYCBARTHOL;WEISS;168,6;202,32
FAC;;VTE/2021/07191;14/12/2021;METZERGC68;WURTZ;616,0;739,2
FAC;;VTE/2021/07192;14/12/2021;NSIPLOUM22;BESCO;212,5;255,0
FAC;;VTE/2021/07193;14/12/2021;OMNIUMFI31;GASSM;2305,24;2766,29
FAC;;VTE/2021/07194;14/12/2021;IMBERTOLLI;DELBA;136,0;163,2
FAC;;VTE/2021/07195;14/12/2021;KINBOURI;DELBA;120,84;145,01
FAC;;VTE/2021/07196;14/12/2021;STURNOAV50;ADLER;386,0;463,2
FAC;;VTE/2021/07197;14/12/2021;UTOF;DECRO;92,0;110,4
FAC;;VTE/2021/07198;14/12/2021;GALLMANN;ZMUDA;106,37;127,64
FAC;;VTE/2021/07199;14/12/2021;BTSENERG25;BOUL;92,7;111,24
FAC;;VTE/2021/07200;14/12/2021;GROSSEEQ76;DECRO;413,35;496,02
FAC;;VTE/2021/07201;14/12/2021;ADMRNIEL;DECRO;198,0;237,6
FAC;;VTE/2021/07202;14/12/2021;MAIPTCHAT;BOUL;462,62;555,14
FAC;;VTE/2021/07203;14/12/2021;FICHEUXPRO;DELBA;110,7;132,84
FAC;;VTE/2021/07204;14/12/2021;FEBPF;HELIN;404,79;485,75
FAC;;VTE/2021/07205;14/12/2021;COMMULILL;BOUL;73,0;87,6
FAC;;VTE/2021/07206;14/12/2021;ARCHISER21;ZMUDA;118,54;142,25
FAC;;VTE/2021/07208;14/12/2021;JOLYHERVE;DECRO;148,35;178,02
FAC;;VTE/2021/07209;14/12/2021;ACHATSVOIS;HESS;1697,76;2037,31
FAC;;VTE/2021/07210;14/12/2021;PHARMMAI95;BOUL;310,0;372,0
FAC;;VTE/2021/07211;14/12/2021;TRANSPHERB;HESS;75,0;90,0
FAC;;VTE/2021/07212;14/12/2021;CPANEGOC91;BOUL;566,0;679,2
FAC;;VTE/2021/07213;14/12/2021;BOULCHEV94;BOUL;86,0;103,2
FAC;;VTE/2021/07214;14/12/2021;FORMEVEN94;LOYERJ;120,3;144,36
FAC;;VTE/2021/07215;14/12/2021;SERREFLEUR;HESS;104,0;124,8
FAC;;VTE/2021/07216;14/12/2021;AGPLATEA43;DELBA;182,2;218,64
FAC;;VTE/2021/07217;14/12/2021;AIC;ZMUDA;86,0;103,2
FAC;;VTE/2021/07218;14/12/2021;SOPHIEDONC;HESS;104,0;124,8
FAC;;VTE/2021/07234;14/12/2021;LMTPPRIN44;BOUL;98,0;117,6
FAC;;VTE/2021/07219;14/12/2021;GMCEANCI70;DELBA;442,0;530,4
FAC;;VTE/2021/07220;14/12/2021;M2AISORB42;DECRO;134,7;161,64
FAC;;VTE/2021/07221;14/12/2021;PHARCHCO44;BOUL;104,0;124,8
FAC;;VTE/2021/07222;14/12/2021;POINTPASNI;HELIN;57,85;69,42
FAC;;VTE/2021/07223;14/12/2021;HOTELLAPET;ADLER;86,0;103,2
FAC;;VTE/2021/07224;14/12/2021;2GSTETIE42;HESS;104,0;124,8
FAC;;VTE/2021/07225;14/12/2021;ESPCOIFF76;HESS;102,0;122,4
FAC;;VTE/2021/07226;14/12/2021;DRELLE;HESS;84,0;100,8
FAC;;VTE/2021/07227;14/12/2021;SCMREEDUCA;BOUL;161,0;193,2
FAC;;VTE/2021/07228;14/12/2021;LOPTICIENB;HESS;246,0;295,2
FAC;;VTE/2021/07229;14/12/2021;PHARMDESLI;ZMUDA;160,0;192,0
FAC;;VTE/2021/07230;14/12/2021;GAELISPA59;DECRO;178,0;213,6
FAC;;VTE/2021/07231;14/12/2021;HENSSLER;GASSM;106,1;127,32
FAC;;VTE/2021/07232;14/12/2021;ARBORE;BOUL;86,0;103,2
FAC;;VTE/2021/07233;14/12/2021;SOSVILLA95;SCHWAR;215,93;259,12
FAC;;VTE/2021/07235;14/12/2021;MORGANTI;FERRE;115,4;138,48
FAC;;VTE/2021/07236;14/12/2021;GROUPRADIO;BOUL;556,2;667,44
FAC;;VTE/2021/07237;14/12/2021;COIFFEYGLI;DECRO;150,3;180,36
FAC;;VTE/2021/07238;14/12/2021;ORTHOBRUN;HELIN;130,2;156,24
FAC;;VTE/2021/07239;14/12/2021;CINELECR93;POIRI;207,2;248,64
FAC;;VTE/2021/07240;14/12/2021;ORHTOPIERR;ZMUDA;95,6;114,72
FAC;;VTE/2021/07241;14/12/2021;DAPIETRO;HELIN;88,85;106,62
FAC;;VTE/2021/07242;14/12/2021;ECURIECH14;DELBA;110,7;132,84
FAC;;VTE/2021/07243;14/12/2021;KINEBURRER;ADLER;78,9;94,68
FAC;;VTE/2021/07244;14/12/2021;ASSURAXALI;DECRO;145,05;174,06
FAC;;VTE/2021/07245;14/12/2021;DRFEUTRIE;DELBA;202,8;243,36
FAC;;VTE/2021/07246;14/12/2021;BOURTEEL;HESS;388,8;466,56
FAC;;VTE/2021/07247;14/12/2021;UGSEL;DELBA;66,3;79,56
FAC;;VTE/2021/07260;14/12/2021;INTERSYS92;DELBA;642,0;770,4
FAC;;VTE/2021/07248;14/12/2021;PARTHOS;DELBA;110,7;132,84
FAC;;VTE/2021/07249;14/12/2021;MAILLARDFE;BOUL;74,46;89,35
FAC;;VTE/2021/07250;14/12/2021;NOYON76;DELBA;88,0;105,6
FAC;;VTE/2021/07251;14/12/2021;SOPHIEJEAN;ADLER;172,8;207,36
FAC;;VTE/2021/07252;14/12/2021;DAUVISSAT;DECRO;195,29;234,35
FAC;;VTE/2021/07253;14/12/2021;SHOPINANCY;ZMUDA;92,7;111,24
FAC;;VTE/2021/07254;14/12/2021;GAECSTVINC;HELIN;92,0;110,4
FAC;;VTE/2021/07255;14/12/2021;NANTESMETR;BOUL;414,98;497,98
FAC;;VTE/2021/07256;14/12/2021;ICFACADE76;DECRO;191,01;229,21
FAC;;VTE/2021/07257;14/12/2021;BEZLERBRUN;ZMUDA;81,6;97,92
FAC;;VTE/2021/07258;14/12/2021;APLCHARE94;DELBA;203,4;244,08
FAC;;VTE/2021/07259;14/12/2021;SCMBRONNER;GASSM;145,0;174,0
FAC;;VTE/2021/07261;14/12/2021;CDOBOURG01;DONNE;209,89;251,87
FAC;;VTE/2021/07262;14/12/2021;COLONNAB92;LOYERJ;392,7;471,24
FAC;;VTE/2021/07263;14/12/2021;INTERINOX;CORIAT;758,01;909,61
FAC;;VTE/2021/07264;14/12/2021;ZODIOLEZ59;EVRARD;579,85;695,82
FAC;;VTE/2021/07265;14/12/2021;ASSOASSE;HELIN;937,69;1125,23
FAC;;VTE/2021/07266;14/12/2021;ADUNEO;POIRI;305,21;366,25
FAC;;VTE/2021/07267;14/12/2021;SPNLIEVI62;POIRI;166,5;199,8
FAC;;VTE/2021/07268;15/12/2021;PREFAUBL10;DOUA;7102,25;8522,7
FAC;;VTE/2021/07269;15/12/2021;QUONEXAL67;GASSM;693,25;831,9
FAC;;VTE/2021/07270;15/12/2021;AUBLANCS59;POIRI;188,0;225,6
FAC;;VTE/2021/07271;15/12/2021;EDFPARIS92;BOUL;13533,0;16239,6
FAC;;VTE/2021/07272;15/12/2021;GRAVITYM93;POIRI;3012,63;3615,16
FAC;;VTE/2021/07273;15/12/2021;AVENIREN59;HESS;300,6;360,72
FAC;;VTE/2021/07274;15/12/2021;APPIAESVRE;JOBBI;1510,08;1812,1
FAC;;VTE/2021/07275;15/12/2021;CTRELILLE;EVRARD;535,5;642,6
FAC;;VTE/2021/07276;15/12/2021;AGCTARDI45;DOSSA;99,72;119,66
FAC;;VTE/2021/07277;15/12/2021;ANQUEZ;EVRARD;691,65;829,98
FAC;;VTE/2021/07278;15/12/2021;FROIDCOMBI;LUKOW;173,95;208,74
FAC;;VTE/2021/07279;15/12/2021;LYCGUTENB;LUTZ;150,0;180,0
FAC;;VTE/2021/07280;15/12/2021;TESTE;LUKOW;133,44;160,13
FAC;;VTE/2021/07281;15/12/2021;CECALIMENT;LESUR;2947,45;3536,94
FAC;;VTE/2021/07282;15/12/2021;MAISTPCOR;JOBBI;228,21;273,85
FAC;;VTE/2021/07283;15/12/2021;ARVIBOIS74;DONNE;180,79;216,95
FAC;;VTE/2021/07284;15/12/2021;PIERVINC84;LUKOW;310,8;372,96
FAC;;VTE/2021/07285;15/12/2021;COUVBUCY;SAIDI;368,93;442,72
FAC;;VTE/2021/07286;15/12/2021;LEGTAAVIGN;LUKOW;316,72;380,06
FAC;;VTE/2021/07287;15/12/2021;SATELC;DONNE;1039,94;1247,93
FAC;;VTE/2021/07288;15/12/2021;BIZCOM84;LUKOW;243,07;291,68
FAC;;VTE/2021/07289;15/12/2021;TRANSFAI94;POIRI;178,0;213,6
FAC;;VTE/2021/07290;15/12/2021;LORMATVAND;LEONE;475,15;570,18
FAC;;VTE/2021/07291;15/12/2021;NINETGLA01;DONNE;693,99;832,79
FAC;;VTE/2021/07292;15/12/2021;COLASPLU56;LESUR;560,5;672,6
FAC;;VTE/2021/07293;15/12/2021;MAIHOUSSEN;WEISS;460,47;552,56
FAC;;VTE/2021/07294;15/12/2021;SATCGUARBE;EVRARD;1651,88;1982,26
FAC;;VTE/2021/07325;15/12/2021;MAIMESNI80;SAIDI;638,0;765,6
FAC;;VTE/2021/07295;15/12/2021;ESMUNDOLSH;DEVAL;781,5;937,8
FAC;;VTE/2021/07296;15/12/2021;COMMURIBE;WEISS;416,06;499,27
FAC;;VTE/2021/07297;15/12/2021;AIRELENO59;EVRARD;1065,32;1278,38
FAC;;VTE/2021/07298;15/12/2021;TRISALID45;DOSSA;723,53;868,24
FAC;;VTE/2021/07299;15/12/2021;SMDPTDVT68;WURTZ;141,6;169,92
FAC;;VTE/2021/07300;15/12/2021;DOMMERYD59;EVRARD;185,94;223,13
FAC;;VTE/2021/07301;15/12/2021;CREDITBITC;LEONE;3634,34;4361,21
FAC;;VTE/2021/07302;15/12/2021;CREDITBITC;LEONE;1563,0;1875,6
FAC;;VTE/2021/07303;15/12/2021;BLAMAURI74;DONNE;304,2;365,04
FAC;;VTE/2021/07304;15/12/2021;DRRAMOND;SAID;302,88;363,46
FAC;;VTE/2021/07305;15/12/2021;FIDALSCHIL;LUTZ;258,0;309,6
FAC;;VTE/2021/07306;15/12/2021;DRRAMOND;SAID;213,8;256,56
FAC;;VTE/2021/07307;15/12/2021;VMSINFORMA;LELEU;161,6;193,92
FAC;;VTE/2021/07308;15/12/2021;LOXRENTA64;SAID;147,62;177,14
FAC;;VTE/2021/07309;15/12/2021;CMMARSEI;CDESUDEST;1150,22;1380,26
FAC;;VTE/2021/07310;15/12/2021;SIGNPLUS62;EVRARD;671,39;805,67
FAC;;VTE/2021/07311;15/12/2021;DETHOOR;EVRARD;304,0;364,8
FAC;;VTE/2021/07312;15/12/2021;CHEZCERS68;WEISS;104,0;124,8
FAC;;VTE/2021/07313;15/12/2021;MAIWITTE68;WURTZ;216,0;259,2
FAC;;VTE/2021/07314;15/12/2021;INSERMU480;CORIAT;442,7;531,24
FAC;;VTE/2021/07315;15/12/2021;ZAMPAG;EVRARD;169,42;203,3
FAC;;VTE/2021/07316;15/12/2021;DELTASERVI;CORIAT;775,37;930,44
FAC;;VTE/2021/07317;15/12/2021;SGVIEVREUX;LELEU;2345,6;2814,72
FAC;;VTE/2021/07318;15/12/2021;BARRIE;VANDEL;542,4;650,88
FAC;;VTE/2021/07319;15/12/2021;CREDITMUSE;CDESUDEST;841,97;1010,36
FAC;;VTE/2021/07320;15/12/2021;CREDMUSM38;CDESUDEST;839,24;1007,09
FAC;;VTE/2021/07321;15/12/2021;CREDITMARS;CDESUDEST;1653,86;1984,63
FAC;;VTE/2021/07322;15/12/2021;POINTPPL22;BESCO;106,0;127,2
FAC;;VTE/2021/07323;15/12/2021;CMMARSEIL;CDESUDEST;1150,22;1380,26
FAC;;VTE/2021/07324;15/12/2021;NUITJOAU56;LESUR;445,0;534,0
FAC;;VTE/2021/07326;15/12/2021;PASQUETREN;BESCO;315,5;378,6
FAC;;VTE/2021/07327;15/12/2021;MAIRIESOUE;SAID;1087,84;1305,41
