gp_naturepieceg;gp_souche;gp_numero;gp_datepiece;gp_tiers;gp_representant;gp_totalht;gp_totalttc
FAC;;VTE/2021/05544;06/10/2021;DECODIA67;;2657,08;3188,5
FAC;;VTE/2021/05485;07/10/2021;NPDCENVE62;EVRARD;534,45;641,34
FAC;;VTE/2021/05486;07/10/2021;AGICHAUF54;FERRE;105,68;126,82
FAC;;VTE/2021/05702;19/10/2021;IMMOPLUS56;LESUR;160,0;192,0
FAC;;VTE/2021/05704;19/10/2021;IMMOPLUS56;LESUR;160,0;192,0
FAC;;VTE/2021/06043;03/11/2021;VERLINDEVE;LELEU;234,1;280,92
FAC;;VTE/2021/06189;04/11/2021;SNCFBISCH;DEVAL;2907,6;3489,12
FAC;;VTE/2021/06193;09/11/2021;ISEINVES95;SCHWAR;235,57;282,68
FAC;;VTE/2021/06468;18/11/2021;AFRTINCQ62;EVRARD;160,0;192,0
FAC;;VTE/2021/04141;15/07/2021;LGBETON;KHAJJ;263,4;316,08
FAC;;VTE/2021/04155;19/07/2021;SAGECO33;SAID;1791,18;2149,42
FAC;;VTE/2021/04459;02/08/2021;PORTEFAI17;ZMUDA;81,5;97,8
FAC;;VTE/2021/04341;27/07/2021;ALBEMARLE;WURTZ;601,5;721,8
FAC;;VTE/2021/04375;29/07/2021;DDECOLMA;WEISS;834,35;1001,22
FAC;;VTE/2021/04692;02/09/2021;FLEURSSAND;;93,0;111,6
FAC;;VTE/2021/05064;20/09/2021;BOYERLEMPD;HESS;81,5;97,8
FAC;;VTE/2021/05331;30/09/2021;CASTRASBOU;MODRY;452,0;542,4
FAC;;VTE/2021/05332;30/09/2021;WOKKINGA31;AMSEL;52,34;62,81
FAC;;VTE/2021/05373;04/10/2021;COURTEIXST;CORIAT;2027,55;2433,06
FAC;;VTE/2021/04189;20/07/2021;AUTO2ROU74;DONNE;110,59;132,71
FAC;;VTE/2021/05400;04/10/2021;BAJEUX;HESS;95,0;114,0
FAC;;VTE/2021/05401;04/10/2021;GOSSETPHIL;HELIN;177,5;213,0
FAC;;VTE/2021/04567;30/08/2021;HONFLEUR59;CUREL;136,0;163,2
FAC;;VTE/2021/05402;04/10/2021;GARADELMOT;GASSM;566,5;679,8
FAC;;VTE/2021/05403;04/10/2021;AISMARCQ59;DELBA;203,4;244,08
FAC;;VTE/2021/05404;04/10/2021;JUMELEC;GASSM;178,0;213,6
FAC;;VTE/2021/05405;04/10/2021;AUPOTAGE14;DELBA;110,7;132,84
FAC;;VTE/2021/05406;04/10/2021;CABSTOGUIC;HESS;110,7;132,84
FAC;;VTE/2021/05407;04/10/2021;LABASENI30;ZMUDA;85,0;102,0
FAC;;VTE/2021/05408;04/10/2021;ATLM;DELBA;133,0;159,6
FAC;;VTE/2021/05409;04/10/2021;COIFHARMO;ZMUDA;152,2;182,64
FAC;;VTE/2021/05410;04/10/2021;PODOWATCHI;DECRO;95,0;114,0
FAC;;VTE/2021/05429;04/10/2021;BIOBLABI31;AMSEL;160,3;192,36
FAC;;VTE/2021/05411;04/10/2021;LECHEVIN;HELIN;92,7;111,24
FAC;;VTE/2021/05412;04/10/2021;VISIOPOLE;ADLER;151,25;181,5
FAC;;VTE/2021/05413;04/10/2021;DROUETVIEU;DELBA;86,1;103,32
FAC;;VTE/2021/05414;04/10/2021;ROBERTET;CDESUDEST;300,5;360,6
FAC;;VTE/2021/05415;04/10/2021;CMBOURGLV26;CDESUDEST;762,1;914,52
FAC;;VTE/2021/05416;04/10/2021;ASSAINSERV;EVRARD;1155,38;1386,46
FAC;;VTE/2021/05417;04/10/2021;SOVECILLKI;LUTZ;1408,0;1689,6
FAC;;VTE/2021/05418;04/10/2021;MAIBLOTZHE;WURTZ;573,53;688,24
FAC;;VTE/2021/05419;04/10/2021;MAIHATTEN;DEVAL;885,0;1062,0
FAC;;VTE/2021/05420;04/10/2021;MAIBEAURO;LELEU;532,9;639,48
FAC;;VTE/2021/05421;04/10/2021;DOMAINEVIO;LUKOW;124,5;149,4
FAC;;VTE/2021/05422;04/10/2021;MAISTJCOL;MENIRI;227,4;272,88
FAC;;VTE/2021/05423;04/10/2021;RTEBOLLE84;LUKOW;357,88;429,46
FAC;;VTE/2021/05424;04/10/2021;LAPRESSE22;BESCO;176,1;211,32
FAC;;VTE/2021/05425;04/10/2021;LARIVIBO24;MENIRI;1049,55;1259,46
FAC;;VTE/2021/05426;04/10/2021;EBTMSASU;EVRARD;3502,0;4202,4
FAC;;VTE/2021/05427;04/10/2021;LOXAMCOL31;AMSEL;241,85;290,22
FAC;;VTE/2021/05428;04/10/2021;MAILUTTEN;WEISS;130,86;157,03
FAC;;VTE/2021/05430;04/10/2021;MHEMMERLIN;WURTZ;203,82;244,58
FAC;;VTE/2021/05431;04/10/2021;ATELMUNI57;LEONE;484,85;581,82
FAC;;VTE/2021/05432;04/10/2021;LESLOISI33;SAID;106,16;127,39
FAC;;VTE/2021/05433;04/10/2021;CAROLECO45;DOSSA;199,5;239,4
FAC;;VTE/2021/05434;06/10/2021;MRTARTAIX;DELBA;89,0;106,8
FAC;;VTE/2021/05435;06/10/2021;GIRARDIN21;HELIN;95,0;114,0
FAC;;VTE/2021/05436;01/10/2021;COURTEIXST;CORIAT;1010,8;1212,96
FAC;;VTE/2021/05466;06/10/2021;ACTGAU;SAIDI;370,0;444,0
FAC;;VTE/2021/05437;06/10/2021;COMMULASUZ;BESCO;500,8;600,96
FAC;;VTE/2021/05438;06/10/2021;OPACBLOIS;JOBBI;619,03;742,84
FAC;;VTE/2021/05439;06/10/2021;LEFEBLILLE;EVRARD;1917,51;2301,01
FAC;;VTE/2021/05440;06/10/2021;PECOU;VANDEL;386,7;464,04
FAC;;VTE/2021/05441;06/10/2021;MAICASTAU;SAID;126,0;151,2
FAC;;VTE/2021/05442;06/10/2021;SEMTIVEN45;DOSSA;234,83;281,8
FAC;;VTE/2021/05443;06/10/2021;STRADALSOU;VANDEL;340,04;408,05
FAC;;VTE/2021/05444;06/10/2021;PHARLASN56;LESUR;125,6;150,72
FAC;;VTE/2021/05445;06/10/2021;SDISAVIGNO;LUKOW;306,0;367,2
FAC;;VTE/2021/05446;06/10/2021;BETONMONDR;LUKOW;588,0;705,6
FAC;;VTE/2021/05447;06/10/2021;TCITILLI27;LELEU;145,14;174,17
FAC;;VTE/2021/05448;06/10/2021;PROSUDIZ33;SAID;302,16;362,59
FAC;;VTE/2021/05449;06/10/2021;CHESNEAU;JOBBI;512,81;615,37
FAC;;VTE/2021/05450;06/10/2021;VERNEJOLS;JOBBI;719,61;863,53
FAC;;VTE/2021/05451;06/10/2021;NPDCENVE62;EVRARD;534,45;641,34
FAC;;VTE/2021/05452;06/10/2021;UNIONSTRAS;LUTZ;562,25;674,7
FAC;;VTE/2021/05453;06/10/2021;JMCARSPA45;DOSSA;223,51;268,21
FAC;;VTE/2021/05454;06/10/2021;HOMEINTERN;DOSSA;747,5;897,0
FAC;;VTE/2021/05455;06/10/2021;ALMECA;VANDEL;237,5;285,0
FAC;;VTE/2021/05456;06/10/2021;LYCTHIERRY;JOBBI;237,18;284,62
FAC;;VTE/2021/05457;06/10/2021;FROUFROU24;MENIRI;247,7;297,24
FAC;;VTE/2021/05458;06/10/2021;CTREHAGUEN;DEVAL;554,38;665,26
FAC;;VTE/2021/05459;06/10/2021;COMMUHOERD;DEVAL;466,77;560,12
FAC;;VTE/2021/05460;06/10/2021;POIVRE;SAIDI;171,0;205,2
FAC;;VTE/2021/05476;06/10/2021;MAIBAUD56;LESUR;407,1;488,52
FAC;;VTE/2021/05461;06/10/2021;VFVENDOME;JOBBI;625,2;750,24
FAC;;VTE/2021/05462;06/10/2021;DELCORTE;LUKOW;137,67;165,2
FAC;;VTE/2021/05463;06/10/2021;VNFWAZIE59;EVRARD;162,8;195,36
FAC;;VTE/2021/05464;06/10/2021;CUSHABITAT;LUTZ;610,0;732,0
FAC;;VTE/2021/05465;06/10/2021;CME57;LEONE;566,84;680,21
FAC;;VTE/2021/05467;06/10/2021;STYLFACADE;SAIDI;352,24;422,69
FAC;;VTE/2021/05468;06/10/2021;COIFFINT68;WEISS;472,4;566,88
FAC;;VTE/2021/05469;06/10/2021;FRUITCBA56;LESUR;236,96;284,35
FAC;;VTE/2021/05470;06/10/2021;DUMOHUSS69;CORIAT;525,1;630,12
FAC;;VTE/2021/05471;06/10/2021;AMYCEL;JOBBI;1194,75;1433,7
FAC;;VTE/2021/05472;06/10/2021;FORTERAVIL;MENIRI;416,14;499,37
FAC;;VTE/2021/05473;06/10/2021;EIFFAQUI40;SAID;1370,4;1644,48
FAC;;VTE/2021/05474;06/10/2021;PACAPROD;CDESUDEST;880,0;1056,0
FAC;;VTE/2021/05475;06/10/2021;SPRCHAUNY;SAIDI;582,06;698,47
FAC;;VTE/2021/04093;12/07/2021;GEISTEL;GASSM;19,99;23,99
FAC;;VTE/2021/05477;06/10/2021;EUROVIAKER;LESUR;127,53;153,04
FAC;;VTE/2021/05478;06/10/2021;LOXAMVAN56;LESUR;468,75;562,5
FAC;;VTE/2021/05479;06/10/2021;AXIMAREF24;MENIRI;611,19;733,43
FAC;;VTE/2021/05480;06/10/2021;SCOPESCHAU;LUTZ;942,0;1130,4
FAC;;VTE/2021/05481;06/10/2021;CREDITMERT;DEVAL;1117,8;1341,36
FAC;;VTE/2021/05482;06/10/2021;KONECRANES;LELEU;234,1;280,92
FAC;;VTE/2021/05483;06/10/2021;LESPA;SAID;175,79;210,95
FAC;;VTE/2021/05484;06/10/2021;LEBISCHENB;MODRY;372,0;446,4
FAC;;/;;TALBOURD22;BESCO;81,6;97,92
FAC;;VTE/2021/05493;07/10/2021;SFISHING69;CORIAT;903,91;1084,69
FAC;;VTE/2021/05494;07/10/2021;SIVAMRIL69;CORIAT;54,75;65,7
FAC;;VTE/2021/05495;07/10/2021;SIVAMRIL69;CORIAT;71,85;86,22
FAC;;VTE/2021/05496;07/10/2021;SIVAMRIL69;CORIAT;450,1;540,12
FAC;;VTE/2021/05497;07/10/2021;GARCLAUS68;WEISS;136,78;164,14
FAC;;VTE/2021/05498;07/10/2021;MAITHYER74;DONNE;235,0;282,0
FAC;;VTE/2021/05499;07/10/2021;MARCRICH84;LUKOW;144,66;173,59
FAC;;VTE/2021/05500;07/10/2021;LAMAIDET77;DELBA;103,0;123,6
FAC;;VTE/2021/05501;07/10/2021;BOOKINDD14;BOUL;144,79;173,75
FAC;;VTE/2021/05502;07/10/2021;BLAINEMB84;LUKOW;393,4;472,08
FAC;;VTE/2021/05503;07/10/2021;FAURESAR84;LUKOW;401,41;481,69
FAC;;VTE/2021/05504;07/10/2021;LEBISCHENB;MODRY;3354,0;4024,8
FAC;;VTE/2021/05505;07/10/2021;CARRCAST65;SAID;523,76;628,51
FAC;;VTE/2021/05506;07/10/2021;ECADIJON;ADLER;297,54;357,05
FAC;;VTE/2021/05507;07/10/2021;FRYNVINC94;HESS;126,8;152,16
FAC;;VTE/2021/05508;07/10/2021;MMHNANCY;HESS;156,7;188,04
FAC;;VTE/2021/05509;07/10/2021;MESCHENMOS;ADLER;70,81;84,97
FAC;;VTE/2021/05510;07/10/2021;ANFRSTDI88;GASSM;156,35;187,62
FAC;;VTE/2021/05511;07/10/2021;GUILLOUARD;DELBA;114,45;137,34
FAC;;VTE/2021/05512;07/10/2021;MAICHTARE;ADLER;117,0;140,4
FAC;;VTE/2021/05513;07/10/2021;ATELIANCOU;DECRO;88,07;105,68
FAC;;VTE/2021/05515;07/10/2021;ETDELEVES;HELIN;203,22;243,86
FAC;;VTE/2021/05516;07/10/2021;LESCANAI75;HESS;181,0;217,2
FAC;;VTE/2021/05517;07/10/2021;AVOBONADEI;DELBA;110,8;132,96
FAC;;VTE/2021/05518;07/10/2021;MEDICALALS;ADLER;96,09;115,31
FAC;;VTE/2021/05519;07/10/2021;PEDINIEL04;DECRO;418,0;501,6
FAC;;VTE/2021/05520;07/10/2021;CABORES;HESS;467,2;560,64
FAC;;VTE/2021/05521;07/10/2021;SYNDITRAVA;DECRO;95,0;114,0
FAC;;VTE/2021/05522;07/10/2021;QUESTIAUX;DELBA;275,0;330,0
FAC;;VTE/2021/05523;07/10/2021;COLMORT;ADLER;166,8;200,16
FAC;;VTE/2021/05525;07/10/2021;MAIBARTE68;WURTZ;87,5;105,0
FAC;;VTE/2021/05526;07/10/2021;DONBOSCOWI;WURTZ;251,42;301,7
FAC;;VTE/2021/05527;07/10/2021;LYCMONNERV;VANDEL;195,45;234,54
FAC;;VTE/2021/05529;07/10/2021;OSTEINWILL;WURTZ;73,2;87,84
FAC;;VTE/2021/05530;07/10/2021;CENTERPARC;LELEU;278,0;333,6
FAC;;VTE/2021/05531;07/10/2021;BEURELLO22;BESCO;98,92;118,7
FAC;;VTE/2021/05532;07/10/2021;HOPRENNES;BESCO;436,6;523,92
FAC;;VTE/2021/05534;07/10/2021;SCPBAHANS;SAID;303,0;363,6
FAC;;VTE/2021/05535;07/10/2021;SAUSEURO45;DOSSA;138,21;165,85
FAC;;VTE/2021/05536;07/10/2021;LALIGNEDUT;DONNE;1492,81;1791,37
FAC;;VTE/2021/05537;07/10/2021;TROCCOCA56;LESUR;138,0;165,6
FAC;;VTE/2021/05538;07/10/2021;POLYTROP69;CORIAT;818,43;982,12
FAC;;VTE/2021/05541;07/10/2021;LUCHEPUB31;AMSEL;202,95;243,54
FAC;;VTE/2021/05543;07/10/2021;SEMREIGNAC;JOBBI;474,45;569,34
FAC;;VTE/2021/05545;12/10/2021;ORTHODESAL;DECRO;172,5;207,0
FAC;;VTE/2021/05546;12/10/2021;DRDEJOU;DECRO;202,0;242,4
FAC;;VTE/2021/05547;12/10/2021;SMCC2;BOUL;150,9;181,08
FAC;;VTE/2021/05548;12/10/2021;ATELIERBBE;ADLER;96,45;115,74
FAC;;VTE/2021/05549;12/10/2021;CIEFILLE75;DELBA;178,0;213,6
FAC;;VTE/2021/05550;12/10/2021;BOULBEAUCO;DECRO;199,38;239,26
FAC;;VTE/2021/05551;12/10/2021;GRPAIE;HESS;298,0;357,6
FAC;;VTE/2021/05552;12/10/2021;FERMENIEDE;ADLER;124,59;149,51
FAC;;VTE/2021/04094;30/06/2021;NOUSOELE91;CUREL;189,2;227,04
FAC;;VTE/2021/05553;12/10/2021;CKCOIFFURE;DELBA;93,0;111,6
FAC;;VTE/2021/05554;12/10/2021;CWEIMER67;ZMUDA;198,0;237,6
FAC;;VTE/2021/05555;12/10/2021;RENOVIAL62;DELBA;217,28;260,74
FAC;;VTE/2021/04151;15/07/2021;EMIPSAS80;SAIDI;181,92;218,3
FAC;;VTE/2021/05556;12/10/2021;TCI;BOUL;581,48;697,78
FAC;;VTE/2021/05557;12/10/2021;GEIE;ADLER;107,79;129,35
FAC;;VTE/2021/05558;12/10/2021;RESTLECLOS;HESS;97,28;116,74
FAC;;VTE/2021/05559;12/10/2021;DRSIMON;HELIN;249,75;299,7
FAC;;VTE/2021/05560;12/10/2021;BOUCHVAREN;HELIN;201,98;242,38
FAC;;VTE/2021/05561;12/10/2021;DRHERVELEM;HESS;85,0;102,0
FAC;;VTE/2021/05562;12/10/2021;REVAL;DELBA;110,7;132,84
FAC;;VTE/2021/05563;12/10/2021;ENERGISSTR;HELIN;865,34;1038,41
FAC;;VTE/2021/05564;12/10/2021;SFFMONTI76;HESS;338,0;405,6
FAC;;VTE/2021/05565;12/10/2021;SOPHYSA25;HELIN;200,46;240,55
FAC;;VTE/2021/05566;12/10/2021;PAPRECGA28;DELBA;1899,12;2278,94
FAC;;VTE/2021/05567;12/10/2021;MUSIQUEETA;BOUL;128,6;154,32
FAC;;VTE/2021/04095;13/07/2021;FANALCONSU;DECRO;103,5;124,2
FAC;;VTE/2021/04096;13/07/2021;SAVCHOCO68;FERRE;254,6;305,52
FAC;;VTE/2021/04097;13/07/2021;FACULTEVIL;HESS;114,79;137,75
FAC;;VTE/2021/04098;15/07/2021;SYNTHESEM;DELBA;113,38;136,06
FAC;;VTE/2021/04099;15/07/2021;AGANANCY54;FERRE;134,78;161,73
FAC;;VTE/2021/04100;15/07/2021;KINESASSAR;FERRE;204,0;244,8
FAC;;VTE/2021/04101;15/07/2021;DRBOITEUX;FERRE;135,2;162,24
FAC;;VTE/2021/04102;15/07/2021;MATHIEUCOI;FERRE;136,0;163,2
FAC;;VTE/2021/04103;15/07/2021;ALSIASTMI;GASSM;824,05;988,86
FAC;;VTE/2021/04104;15/07/2021;ECOLEDIJON;KHAJJ;189,2;227,04
FAC;;VTE/2021/04105;15/07/2021;DOMAINEFIC;KHAJJ;114,0;136,8
FAC;;VTE/2021/04106;15/07/2021;TONDEUR;BOUL;89,5;107,4
FAC;;VTE/2021/04107;15/07/2021;APIFABRE;BOUL;77,0;92,4
FAC;;VTE/2021/04108;15/07/2021;BOTTEFONDA;DELBA;409,41;491,28
FAC;;VTE/2021/04109;15/07/2021;PODODEMARE;DELBA;99,71;119,65
FAC;;VTE/2021/04110;15/07/2021;TIRANNO05;DELBA;92,7;111,24
FAC;;VTE/2021/04111;15/07/2021;CHAUFMIERC;DELBA;105,62;126,74
FAC;;VTE/2021/04112;15/07/2021;SCEAENDIST;DELBA;127,12;152,54
FAC;;VTE/2021/05568;12/10/2021;KELIANE59;HESS;114,53;137,44
FAC;;VTE/2021/05569;12/10/2021;CARRIRICHA;HELIN;1298,0;1557,6
FAC;;VTE/2021/05570;12/10/2021;INFHERLEM;ZMUDA;91,0;109,2
FAC;;VTE/2021/05571;12/10/2021;GARAGEBOIV;EVRARD;362,45;434,94
FAC;;VTE/2021/05572;12/10/2021;DELICIND82;VANDEL;102,15;122,58
FAC;;VTE/2021/05573;12/10/2021;HMCLAUSE;CDESUDEST;486,69;584,03
FAC;;VTE/2021/05574;12/10/2021;TOLERIEC45;DOSSA;324,56;389,47
FAC;;VTE/2021/05575;12/10/2021;PRADIER;LUKOW;750,89;901,07
FAC;;VTE/2021/05576;12/10/2021;CTREHAGUEN;DEVAL;465,68;558,82
FAC;;VTE/2021/05577;12/10/2021;TONNEL;VANDEL;292,92;351,5
FAC;;VTE/2021/05578;12/10/2021;STRAENER67;LUTZ;321,0;385,2
FAC;;VTE/2021/05579;12/10/2021;NATHALYS59;EVRARD;418,0;501,6
FAC;;VTE/2021/05580;12/10/2021;PRAXAIR;SAID;1139,34;1367,21
FAC;;VTE/2021/05581;12/10/2021;SGEHSTQUEN;SAIDI;240,04;288,05
FAC;;VTE/2021/05582;12/10/2021;STRAENER67;LUTZ;885,13;1062,16
FAC;;VTE/2021/04113;15/07/2021;SEASHIPP76;HESS;101,2;121,44
FAC;;VTE/2021/04114;15/07/2021;ETNATECH91;HESS;72,87;87,44
FAC;;VTE/2021/04115;15/07/2021;SERRUSILVE;HESS;96,45;115,74
FAC;;VTE/2021/04116;15/07/2021;MAILEVAL;HESS;302,66;363,19
FAC;;VTE/2021/04117;15/07/2021;CTREDIAGNO;HESS;117,0;140,4
FAC;;VTE/2021/04118;15/07/2021;ANSGAEC;HESS;242,0;290,4
FAC;;VTE/2021/04119;15/07/2021;LAFORET;HESS;114,9;137,88
FAC;;VTE/2021/04120;15/07/2021;LAMY14;HESS;161,12;193,34
FAC;;VTE/2021/04121;15/07/2021;RESTBOIS91;HESS;147,5;177,0
FAC;;VTE/2021/04122;15/07/2021;ARQUESENRO;HESS;368,31;441,98
FAC;;VTE/2021/04123;15/07/2021;VERROUST;HESS;92,7;111,24
FAC;;VTE/2021/04124;15/07/2021;CKREFRIGER;HESS;163,0;195,6
FAC;;VTE/2021/04125;15/07/2021;GARAGEREMY;HESS;90,88;109,06
FAC;;VTE/2021/04126;15/07/2021;SCMKINEMAT;HELIN;140,7;168,84
FAC;;VTE/2021/04127;15/07/2021;AKVEROTE94;HELIN;92,7;111,24
FAC;;VTE/2021/04128;15/07/2021;MONTALBEN;HELIN;140,0;168,0
FAC;;VTE/2021/04129;15/07/2021;VEUVEAMB21;HELIN;135,2;162,24
FAC;;VTE/2021/04130;15/07/2021;GARABERRA;HELIN;100,5;120,6
FAC;;VTE/2021/04131;15/07/2021;SDLFRANCE;BORDU;490,83;588,99
FAC;;VTE/2021/05583;12/10/2021;RECTORATAM;SAIDI;374,31;449,17
FAC;;VTE/2021/05584;12/10/2021;CHALANLAPA;LUKOW;327,7;393,24
FAC;;VTE/2021/05585;12/10/2021;SERMMA;DONNE;1541,2;1849,44
FAC;;VTE/2021/05586;12/10/2021;HOTARTHO74;DONNE;851,6;1021,92
FAC;;VTE/2021/05587;12/10/2021;ABFRRENT74;DONNE;447,8;537,36
FAC;;VTE/2021/05588;12/10/2021;KAPITALC45;DOSSA;96,4;115,68
FAC;;VTE/2021/05589;12/10/2021;SOGEBOIS24;MENIRI;128,4;154,08
FAC;;VTE/2021/05590;12/10/2021;EURODIA;LUKOW;1011,61;1213,93
FAC;;VTE/2021/05591;12/10/2021;MAIGARDON;MENIRI;199,51;239,41
FAC;;VTE/2021/05592;12/10/2021;CHAMBRECA;VANDEL;279,92;335,9
FAC;;VTE/2021/05593;12/10/2021;MAIMIALLE;MENIRI;275,57;330,68
FAC;;VTE/2021/05594;12/10/2021;RICBOURG;SAIDI;594,1;712,92
FAC;;VTE/2021/05595;12/10/2021;PAROISLOUR;SAID;229,25;275,1
FAC;;VTE/2021/05596;12/10/2021;BOURRELY45;DOSSA;154,97;185,96
FAC;;VTE/2021/05597;12/10/2021;XPOFRNAT84;LUKOW;323,6;388,32
FAC;;VTE/2021/04132;15/07/2021;CALAUTIVER;DECRO;97,8;117,36
FAC;;VTE/2021/04133;15/07/2021;BELDOINT94;DECRO;97,59;117,11
FAC;;VTE/2021/04134;15/07/2021;NOTCOLLIN;DECRO;250,3;300,35
FAC;;VTE/2021/04135;15/07/2021;EARLDEMEZI;LEYME;77,0;92,4
FAC;;VTE/2021/04136;15/07/2021;IFREMERHOU;GASSM;352,0;422,4
FAC;;VTE/2021/04137;15/07/2021;CONFMED59;HESS;176,0;211,2
FAC;;VTE/2021/04138;15/07/2021;PHARMHTT59;LEYME;134,15;160,98
FAC;;VTE/2021/04139;15/07/2021;DEMOLITI59;LEYME;370,8;444,96
FAC;;VTE/2021/04140;15/07/2021;LGBETON;KHAJJ;263,4;316,08
FAC;;VTE/2021/04142;15/07/2021;SERRURISSE;FERRE;259,08;310,91
FAC;;VTE/2021/04143;15/07/2021;IMPRFLEURE;GASSM;81,6;97,92
FAC;;VTE/2021/04144;15/07/2021;JOBINSAMME;DELBA;3948,0;4737,6
FAC;;VTE/2021/04145;15/07/2021;PREFECNANC;HESS;380,95;457,14
FAC;;VTE/2021/04146;15/07/2021;CLOWILLO59;EVRARD;397,0;476,4
FAC;;VTE/2021/04147;15/07/2021;CRISTALTH;WURTZ;387,0;464,4
FAC;;VTE/2021/04148;15/07/2021;ANFHRHON69;CORIAT;424,6;509,52
FAC;;VTE/2021/04149;15/07/2021;DESPUSTR67;CDEDIR;918,0;1101,6
FAC;;VTE/2021/05598;12/10/2021;SCGOLDMO45;DOSSA;121,0;145,2
FAC;;VTE/2021/04881;09/09/2021;CONFBONNEV;DONNE;242,63;291,16
FAC;;VTE/2021/05599;12/10/2021;AGILITYB68;WURTZ;325,9;391,08
FAC;;VTE/2021/05600;12/10/2021;MURIELLE45;DOSSA;92,7;111,24
FAC;;VTE/2021/05601;12/10/2021;MAITRESSAN;DUMON;115,33;138,4
FAC;;VTE/2021/05602;12/10/2021;DISLOUIS46;VANDEL;285,43;342,52
FAC;;VTE/2021/05603;13/10/2021;ISOPLACR74;DONNE;99,33;119,2
FAC;;VTE/2021/05604;13/10/2021;MAICRAVANT;JOBBI;144,52;173,42
FAC;;VTE/2021/05605;13/10/2021;ASAUTOBR82;VANDEL;75,95;91,14
FAC;;VTE/2021/05606;13/10/2021;MAIKILSTE;DEVAL;498,0;597,6
FAC;;VTE/2021/05607;13/10/2021;IDEENOWI68;WURTZ;98,66;118,39
FAC;;VTE/2021/05608;13/10/2021;MENUERNS68;WEISS;285,06;342,07
FAC;;VTE/2021/05609;13/10/2021;LYCOLYMP82;VANDEL;354,3;425,16
FAC;;VTE/2021/05610;13/10/2021;TEIXEIRARO;EVRARD;92,7;111,24
FAC;;VTE/2021/05611;13/10/2021;MOTOWHBO24;MENIRI;178,0;213,6
FAC;;VTE/2021/05612;13/10/2021;ALBEMARLE;WURTZ;565,2;678,24
FAC;;VTE/2021/05613;13/10/2021;BDEBOUZY45;DOSSA;93,0;111,6
FAC;;VTE/2021/04170;19/07/2021;GARRAUGA16;MENIRI;236,2;283,44
FAC;;VTE/2021/04150;15/07/2021;EASYCASH31;AMSEL;172,64;207,17
FAC;;VTE/2021/04152;15/07/2021;BELTOISE45;DOSSA;364,8;437,76
FAC;;VTE/2021/04153;15/07/2021;RESTGAUCHY;SAIDI;324,0;388,8
FAC;;VTE/2021/04154;15/07/2021;FORUMMERY;SAIDI;543,1;651,72
FAC;;VTE/2021/04156;19/07/2021;SAGECO33;SAID;1230,3;1476,36
FAC;;VTE/2021/04157;19/07/2021;BGHPUSIG69;CORIAT;374,4;449,28
FAC;;VTE/2021/04158;19/07/2021;BRUNELCH74;DONNE;166,62;199,94
FAC;;VTE/2021/04159;19/07/2021;IFSTTAR;CDESUDEST;451,98;542,38
FAC;;VTE/2021/04160;19/07/2021;MUSTAUTO69;CORIAT;213,9;256,68
FAC;;VTE/2021/04161;19/07/2021;ROUSSEAU45;DOSSA;145,16;174,19
FAC;;VTE/2021/04162;19/07/2021;SARTHEHABI;BESCO;440,15;528,18
FAC;;VTE/2021/04163;19/07/2021;MAICOURCE;EVRARD;443,2;531,84
FAC;;VTE/2021/04164;19/07/2021;JCPRESME56;LESUR;258,6;310,32
FAC;;VTE/2021/04165;19/07/2021;MAILEZIGNA;DUMON;63,53;76,24
FAC;;VTE/2021/04166;19/07/2021;LENTREPO59;EVRARD;626,5;751,8
FAC;;VTE/2021/04167;19/07/2021;CREDITBOUL;LEONE;187,1;224,52
FAC;;VTE/2021/04168;19/07/2021;SCEALAGAIL;JOBBI;188,0;225,6
FAC;;VTE/2021/04169;19/07/2021;CREDITMON;LEONE;128,35;154,02
FAC;;VTE/2021/05614;13/10/2021;SADERENNES;BESCO;654,04;784,85
FAC;;VTE/2021/05615;13/10/2021;TALBOURD22;BESCO;81,6;97,92
FAC;;VTE/2021/05616;13/10/2021;BIOCEVALCO;LESUR;353,52;424,22
FAC;;VTE/2021/05617;13/10/2021;PEUGEOTMET;LEONE;1974,7;2369,64
FAC;;VTE/2021/05618;13/10/2021;EUREDENL29;BESCO;1506,0;1807,2
FAC;;VTE/2021/05619;13/10/2021;STECHLAN56;LESUR;456,4;547,68
FAC;;VTE/2021/05620;13/10/2021;AUTOHIND67;LUTZ;135,2;162,24
FAC;;VTE/2021/05621;13/10/2021;INOXFORM;SAIDI;80,55;96,66
FAC;;VTE/2021/05622;13/10/2021;CREPSREIMS;SAIDI;268,98;322,78
FAC;;VTE/2021/05623;13/10/2021;TERNALSA68;WEISS;178,5;214,2
FAC;;VTE/2021/05624;13/10/2021;ALEGREPV45;DOSSA;338,92;406,7
FAC;;VTE/2021/05625;13/10/2021;MAICOURT84;LUKOW;232,02;278,42
FAC;;VTE/2021/05626;13/10/2021;SATMIWIN62;EVRARD;98,0;117,6
FAC;;VTE/2021/05627;13/10/2021;LCMAUTOB40;SAID;285,06;342,07
FAC;;VTE/2021/05628;13/10/2021;BELLIERO45;DOSSA;944,45;1133,34
FAC;;VTE/2021/05629;13/10/2021;M2RIZERN01;DONNE;246,74;296,09
FAC;;VTE/2021/04171;19/07/2021;BARALE;CDESUDEST;1258,08;1509,7
FAC;;VTE/2021/04172;19/07/2021;FIMUREXP57;LEONE;116,9;140,28
FAC;;VTE/2021/04173;19/07/2021;MAILESCARE;CDESUDEST;669,82;803,79
