gl_naturepieceg;gl_souche;gl_numero;gl_numligne;gl_datepiece;gl_tiers;gl_representant;gl_codearticle;gl_puht;gl_puttc;gl_qtefact;gl_remiseligne;gl_montantht;gl_montantttc
FAC;;VTE/2021/07266;4;14/12/2021;ADUNEO;POIRI;F301;41,13;49,36;2,0;0;82,26;98,71
FAC;;VTE/2021/07266;5;14/12/2021;ADUNEO;POIRI;F007;65,92;79,1;1,0;0;65,92;79,1
FAC;;VTE/2021/07266;6;14/12/2021;ADUNEO;POIRI;F182;13,77;16,52;3,0;0;41,31;49,57
FAC;;VTE/2021/07266;7;14/12/2021;ADUNEO;POIRI;F069;28,84;34,61;1,0;0;28,84;34,61
FAC;;VTE/2021/07266;8;14/12/2021;ADUNEO;POIRI;F011;21,61;25,93;1,0;0;21,61;25,93
FAC;;VTE/2021/07267;1;14/12/2021;SPNLIEVI62;POIRI;HY220;9,9;11,88;12,0;0;118,8;142,56
FAC;;VTE/2021/07267;2;14/12/2021;SPNLIEVI62;POIRI;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07267;3;14/12/2021;SPNLIEVI62;POIRI;U023;29,7;35,64;1,0;0;29,7;35,64
FAC;;VTE/2021/07268;1;15/12/2021;PREFAUBL10;DOUA;HY173;12,42;14,9;12,0;0;149,04;178,85
FAC;;VTE/2021/07268;2;15/12/2021;PREFAUBL10;DOUA;POCH7;2,43;2,92;20,0;0;48,6;58,32
FAC;;VTE/2021/07268;3;15/12/2021;PREFAUBL10;DOUA;POCH3;1,24;1,49;20,0;0;24,8;29,76
FAC;;VTE/2021/07268;4;15/12/2021;PREFAUBL10;DOUA;XHYG;26,4;31,68;2,0;0;52,8;63,36
FAC;;VTE/2021/07268;5;15/12/2021;PREFAUBL10;DOUA;A156;14,15;16,98;10,0;0;141,5;169,8
FAC;;VTE/2021/07268;6;15/12/2021;PREFAUBL10;DOUA;F301;41,13;49,36;6,0;0;246,78;296,14
FAC;;VTE/2021/07268;7;15/12/2021;PREFAUBL10;DOUA;F300;41,13;49,36;6,0;0;246,78;296,14
FAC;;VTE/2021/07268;8;15/12/2021;PREFAUBL10;DOUA;F313;24,0;28,8;3,0;0;72,0;86,4
FAC;;VTE/2021/07268;9;15/12/2021;PREFAUBL10;DOUA;XHYG;43,92;52,7;2,0;0;87,84;105,41
FAC;;VTE/2021/07268;10;15/12/2021;PREFAUBL10;DOUA;U011;27,0;32,4;10,0;0;270,0;324,0
FAC;;VTE/2021/07268;11;15/12/2021;PREFAUBL10;DOUA;U074;30,3;36,36;4,0;0;121,2;145,44
FAC;;VTE/2021/07268;12;15/12/2021;PREFAUBL10;DOUA;U008;23,0;27,6;15,0;0;345,0;414,0
FAC;;VTE/2021/07268;13;15/12/2021;PREFAUBL10;DOUA;U028;36,0;43,2;2,0;0;72,0;86,4
FAC;;VTE/2021/07268;14;15/12/2021;PREFAUBL10;DOUA;U032;17,9;21,48;4,0;0;71,6;85,92
FAC;;VTE/2021/07268;15;15/12/2021;PREFAUBL10;DOUA;U016;27,9;33,48;15,0;0;418,5;502,2
FAC;;VTE/2021/07268;16;15/12/2021;PREFAUBL10;DOUA;U026;27,8;33,36;30,0;0;834,0;1000,8
FAC;;VTE/2021/07268;17;15/12/2021;PREFAUBL10;DOUA;RAMA 5;92,7;111,24;10,0;0;927,0;1112,4
FAC;;VTE/2021/07268;18;15/12/2021;PREFAUBL10;DOUA;RAMAJO;29,9;35,88;5,0;0;149,5;179,4
FAC;;VTE/2021/07268;19;15/12/2021;PREFAUBL10;DOUA;RAMAVE;29,9;35,88;5,0;0;149,5;179,4
FAC;;VTE/2021/07268;20;15/12/2021;PREFAUBL10;DOUA;RAMA3;37,08;44,5;6,0;0;222,48;266,98
FAC;;VTE/2021/07268;21;15/12/2021;PREFAUBL10;DOUA;U072;18,7;22,44;5,0;0;93,5;112,2
FAC;;VTE/2021/07268;22;15/12/2021;PREFAUBL10;DOUA;HY125;13,0;15,6;15,0;0;195,0;234,0
FAC;;VTE/2021/07268;23;15/12/2021;PREFAUBL10;DOUA;HY126;19,82;23,78;15,0;0;297,3;356,76
FAC;;VTE/2021/07268;24;15/12/2021;PREFAUBL10;DOUA;C001;15,8;18,96;10,0;0;158,0;189,6
FAC;;VTE/2021/07268;25;15/12/2021;PREFAUBL10;DOUA;HY060;91,87;110,24;5,0;0;459,35;551,22
FAC;;VTE/2021/07268;26;15/12/2021;PREFAUBL10;DOUA;HY241;28,45;34,14;5,0;0;142,25;170,7
FAC;;VTE/2021/07268;27;15/12/2021;PREFAUBL10;DOUA;HY242;13,61;16,33;3,0;0;40,83;49,0
FAC;;VTE/2021/07268;28;15/12/2021;PREFAUBL10;DOUA;HY154;79,26;95,11;5,0;0;396,3;475,56
FAC;;VTE/2021/07268;29;15/12/2021;PREFAUBL10;DOUA;HY238;27,9;33,48;12,0;0;334,8;401,76
FAC;;VTE/2021/07268;30;15/12/2021;PREFAUBL10;DOUA;P003;1,36;1,63;100,0;0;136,0;163,2
FAC;;VTE/2021/07268;31;15/12/2021;PREFAUBL10;DOUA;A175;49,5;59,4;4,0;0;198,0;237,6
FAC;;VTE/2021/07269;1;15/12/2021;QUONEXAL67;GASSM;U019;16,3;19,56;10,0;0;163,0;195,6
FAC;;VTE/2021/07269;2;15/12/2021;QUONEXAL67;GASSM;U018;12,5;15,0;1,0;0;12,5;15,0
FAC;;VTE/2021/07269;3;15/12/2021;QUONEXAL67;GASSM;RAMA 5R;99,95;119,94;5,0;0;499,75;599,7
FAC;;VTE/2021/07269;4;15/12/2021;QUONEXAL67;GASSM;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07270;1;15/12/2021;AUBLANCS59;POIRI;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07270;2;15/12/2021;AUBLANCS59;POIRI;ENV2;0,17;0,2;1000,0;0;170,0;204,0
FAC;;VTE/2021/07271;1;15/12/2021;EDFPARIS92;BOUL;XIDE;51,0;61,2;265,0;0;13515,0;16218,0
FAC;;VTE/2021/07271;2;15/12/2021;EDFPARIS92;BOUL;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07272;1;15/12/2021;GRAVITYM93;POIRI;F321;45,22;54,26;1,0;0;45,22;54,26
FAC;;VTE/2021/07272;2;15/12/2021;GRAVITYM93;POIRI;D045;160,0;192,0;2,0;0;320,0;384,0
FAC;;VTE/2021/07272;3;15/12/2021;GRAVITYM93;POIRI;ENV2;0,17;0,2;50,0;0;8,5;10,2
FAC;;VTE/2021/07272;4;15/12/2021;GRAVITYM93;POIRI;ENV16;1,14;1,37;50,0;0;57,0;68,4
FAC;;VTE/2021/07272;5;15/12/2021;GRAVITYM93;POIRI;F007;65,92;79,1;1,0;0;65,92;79,1
FAC;;VTE/2021/07272;6;15/12/2021;GRAVITYM93;POIRI;F005;46,0;55,2;1,0;0;46,0;55,2
FAC;;VTE/2021/07272;7;15/12/2021;GRAVITYM93;POIRI;F310;24,0;28,8;1,0;0;24,0;28,8
FAC;;VTE/2021/07272;8;15/12/2021;GRAVITYM93;POIRI;F312;24,0;28,8;1,0;0;24,0;28,8
FAC;;VTE/2021/07272;9;15/12/2021;GRAVITYM93;POIRI;F320;45,22;54,26;1,0;0;45,22;54,26
FAC;;VTE/2021/07272;10;15/12/2021;GRAVITYM93;POIRI;F322;45,22;54,26;1,0;0;45,22;54,26
FAC;;VTE/2021/07272;11;15/12/2021;GRAVITYM93;POIRI;F030;12,18;14,62;1,0;0;12,18;14,62
FAC;;VTE/2021/07272;12;15/12/2021;GRAVITYM93;POIRI;F024ASS;13,81;16,57;1,0;0;13,81;16,57
FAC;;VTE/2021/07272;13;15/12/2021;GRAVITYM93;POIRI;F013;6,31;7,57;1,0;0;6,31;7,57
FAC;;VTE/2021/07272;14;15/12/2021;GRAVITYM93;POIRI;F015;5,94;7,13;1,0;0;5,94;7,13
FAC;;VTE/2021/07272;15;15/12/2021;GRAVITYM93;POIRI;F046;18,66;22,39;1,0;0;18,66;22,39
FAC;;VTE/2021/07272;16;15/12/2021;GRAVITYM93;POIRI;F429;10,9;13,08;1,0;0;10,9;13,08
FAC;;VTE/2021/07272;17;15/12/2021;GRAVITYM93;POIRI;F432;10,55;12,66;1,0;0;10,55;12,66
FAC;;VTE/2021/07272;18;15/12/2021;GRAVITYM93;POIRI;F110;26,07;31,28;1,0;0;26,07;31,28
FAC;;VTE/2021/07272;19;15/12/2021;GRAVITYM93;POIRI;F111;26,07;31,28;1,0;0;26,07;31,28
FAC;;VTE/2021/07272;20;15/12/2021;GRAVITYM93;POIRI;F112;26,07;31,28;1,0;0;26,07;31,28
FAC;;VTE/2021/07272;21;15/12/2021;GRAVITYM93;POIRI;CHEPL9ASS;23,9;28,68;1,0;0;23,9;28,68
FAC;;VTE/2021/07272;22;15/12/2021;GRAVITYM93;POIRI;CHEPL41;54,43;65,32;1,0;0;54,43;65,32
FAC;;VTE/2021/07272;23;15/12/2021;GRAVITYM93;POIRI;CHEPL43;63,06;75,67;1,0;0;63,06;75,67
FAC;;VTE/2021/07272;24;15/12/2021;GRAVITYM93;POIRI;CHEPL44;68,01;81,61;1,0;0;68,01;81,61
FAC;;VTE/2021/07272;25;15/12/2021;GRAVITYM93;POIRI;F353;12,45;14,94;1,0;0;12,45;14,94
FAC;;VTE/2021/07272;26;15/12/2021;GRAVITYM93;POIRI;HY251;43,81;52,57;1,0;0;43,81;52,57
FAC;;VTE/2021/07272;27;15/12/2021;GRAVITYM93;POIRI;HY002;294,78;353,74;1,0;0;294,78;353,74
FAC;;VTE/2021/07272;28;15/12/2021;GRAVITYM93;POIRI;HY052;42,26;50,71;1,0;0;42,26;50,71
FAC;;VTE/2021/07272;29;15/12/2021;GRAVITYM93;POIRI;U073;19,5;23,4;1,0;0;19,5;23,4
FAC;;VTE/2021/07272;30;15/12/2021;GRAVITYM93;POIRI;U074;30,3;36,36;1,0;0;30,3;36,36
FAC;;VTE/2021/07272;31;15/12/2021;GRAVITYM93;POIRI;U077;25,7;30,84;1,0;0;25,7;30,84
FAC;;VTE/2021/07272;32;15/12/2021;GRAVITYM93;POIRI;U070;61,6;73,92;1,0;0;61,6;73,92
FAC;;VTE/2021/07272;33;15/12/2021;GRAVITYM93;POIRI;HY242;13,61;16,33;1,0;0;13,61;16,33
FAC;;VTE/2021/07272;34;15/12/2021;GRAVITYM93;POIRI;HY220;11,9;14,28;2,0;0;23,8;28,56
FAC;;VTE/2021/07272;35;15/12/2021;GRAVITYM93;POIRI;HY189;8,1;9,72;1,0;0;8,1;9,72
FAC;;VTE/2021/07272;36;15/12/2021;GRAVITYM93;POIRI;HYBESAFE4;487,0;584,4;1,0;0;487,0;584,4
FAC;;VTE/2021/07272;37;15/12/2021;GRAVITYM93;POIRI;HY271;259,66;311,59;1,0;0;259,66;311,59
FAC;;VTE/2021/07272;38;15/12/2021;GRAVITYM93;POIRI;HY299;52,38;62,86;1,0;0;52,38;62,86
FAC;;VTE/2021/07272;39;15/12/2021;GRAVITYM93;POIRI;P003;1,36;1,63;100,0;0;136,0;163,2
FAC;;VTE/2021/07272;40;15/12/2021;GRAVITYM93;POIRI;F066;37,0;44,4;1,0;0;37,0;44,4
FAC;;VTE/2021/07272;41;15/12/2021;GRAVITYM93;POIRI;F069;28,84;34,61;1,0;0;28,84;34,61
FAC;;VTE/2021/07272;42;15/12/2021;GRAVITYM93;POIRI;RAMA 5;92,7;111,24;4,0;0;370,8;444,96
FAC;;VTE/2021/07272;43;15/12/2021;GRAVITYM93;POIRI;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07273;1;15/12/2021;AVENIREN59;HESS;U074;30,3;36,36;1,0;0;30,3;36,36
FAC;;VTE/2021/07273;2;15/12/2021;AVENIREN59;HESS;D151;31,0;37,2;6,0;0;186,0;223,2
FAC;;VTE/2021/07273;3;15/12/2021;AVENIREN59;HESS;U075;22,1;26,52;3,0;0;66,3;79,56
FAC;;VTE/2021/07273;4;15/12/2021;AVENIREN59;HESS;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07274;1;15/12/2021;APPIAESVRE;JOBBI;A046;40,48;48,58;21,0;0;850,08;1020,1
FAC;;VTE/2021/07274;2;15/12/2021;APPIAESVRE;JOBBI;P004;1,32;1,58;500,0;0;660,0;792,0
FAC;;VTE/2021/07275;1;15/12/2021;CTRELILLE;EVRARD;A140;10,71;12,85;50,0;0;535,5;642,6
FAC;;VTE/2021/07276;1;15/12/2021;AGCTARDI45;DOSSA;HY242;11,25;13,5;1,0;0;11,25;13,5
FAC;;VTE/2021/07276;2;15/12/2021;AGCTARDI45;DOSSA;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07276;3;15/12/2021;AGCTARDI45;DOSSA;HY072;15,76;18,91;2,0;0;31,52;37,82
FAC;;VTE/2021/07276;4;15/12/2021;AGCTARDI45;DOSSA;A112;38,95;46,74;1,0;0;38,95;46,74
FAC;;VTE/2021/07277;1;15/12/2021;ANQUEZ;EVRARD;A006;16,7;20,04;6,0;0;100,2;120,24
FAC;;VTE/2021/07277;2;15/12/2021;ANQUEZ;EVRARD;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07277;3;15/12/2021;ANQUEZ;EVRARD;A066;30,4;36,48;6,0;0;182,4;218,88
FAC;;VTE/2021/07277;4;15/12/2021;ANQUEZ;EVRARD;A043;7,8;9,36;6,0;0;46,8;56,16
FAC;;VTE/2021/07277;5;15/12/2021;ANQUEZ;EVRARD;PPS20;3,85;4,62;20,0;0;77,0;92,4
FAC;;VTE/2021/07277;6;15/12/2021;ANQUEZ;EVRARD;PPS40;4,93;5,92;25,0;0;123,25;147,9
FAC;;VTE/2021/07277;7;15/12/2021;ANQUEZ;EVRARD;PPS50;6,2;7,44;15,0;0;93,0;111,6
FAC;;VTE/2021/07277;8;15/12/2021;ANQUEZ;EVRARD;A042;8,5;10,2;6,0;0;51,0;61,2
FAC;;VTE/2021/07278;1;15/12/2021;FROIDCOMBI;LUKOW;F069;25,3;30,36;1,0;0;25,3;30,36
FAC;;VTE/2021/07278;2;15/12/2021;FROIDCOMBI;LUKOW;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07278;3;15/12/2021;FROIDCOMBI;LUKOW;F035;25,55;30,66;1,0;0;25,55;30,66
FAC;;VTE/2021/07278;4;15/12/2021;FROIDCOMBI;LUKOW;HY243;13,25;15,9;1,0;0;13,25;15,9
FAC;;VTE/2021/07278;5;15/12/2021;FROIDCOMBI;LUKOW;F310;20,5;24,6;1,0;0;20,5;24,6
FAC;;VTE/2021/07278;6;15/12/2021;FROIDCOMBI;LUKOW;F161ASS;32,8;39,36;1,0;0;32,8;39,36
FAC;;VTE/2021/07278;7;15/12/2021;FROIDCOMBI;LUKOW;HY220;9,9;11,88;3,0;0;29,7;35,64
FAC;;VTE/2021/07278;8;15/12/2021;FROIDCOMBI;LUKOW;F305;8,85;10,62;1,0;0;8,85;10,62
FAC;;VTE/2021/07279;1;15/12/2021;LYCGUTENB;LUTZ;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07279;2;15/12/2021;LYCGUTENB;LUTZ;HY329ASS;104,4;125,28;1,0;0;104,4;125,28
FAC;;VTE/2021/07279;3;15/12/2021;LYCGUTENB;LUTZ;HY004;27,6;33,12;1,0;0;27,6;33,12
FAC;;VTE/2021/07280;1;15/12/2021;TESTE;LUKOW;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07280;2;15/12/2021;TESTE;LUKOW;HY038;38,48;46,18;3,0;0;115,44;138,53
FAC;;VTE/2021/07281;1;15/12/2021;CECALIMENT;LESUR;A199;74,85;89,82;5,0;0;374,25;449,1
FAC;;VTE/2021/07281;2;15/12/2021;CECALIMENT;LESUR;HY14913;28,81;34,57;25,0;0;720,25;864,3
FAC;;VTE/2021/07281;3;15/12/2021;CECALIMENT;LESUR;HY14914;28,81;34,57;20,0;0;576,2;691,44
FAC;;VTE/2021/07281;4;15/12/2021;CECALIMENT;LESUR;HY149;11,9;14,28;10,0;0;119,0;142,8
FAC;;VTE/2021/07281;5;15/12/2021;CECALIMENT;LESUR;A020;18,41;22,09;10,0;0;184,1;220,92
FAC;;VTE/2021/07281;6;15/12/2021;CECALIMENT;LESUR;A042;8,5;10,2;10,0;0;85,0;102,0
FAC;;VTE/2021/07281;7;15/12/2021;CECALIMENT;LESUR;A010;45,6;54,72;5,0;0;228,0;273,6
FAC;;VTE/2021/07281;8;15/12/2021;CECALIMENT;LESUR;A202GM;69,15;82,98;6,0;0;414,9;497,88
FAC;;VTE/2021/07281;9;15/12/2021;CECALIMENT;LESUR;A112;38,95;46,74;5,0;0;194,75;233,7
FAC;;VTE/2021/07281;10;15/12/2021;CECALIMENT;LESUR;HY147;3,3;3,96;5,0;0;16,5;19,8
FAC;;VTE/2021/07281;11;15/12/2021;CECALIMENT;LESUR;HY148;3,3;3,96;5,0;0;16,5;19,8
FAC;;VTE/2021/07281;12;15/12/2021;CECALIMENT;LESUR;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07282;1;15/12/2021;MAISTPCOR;JOBBI;A202GM;76,07;91,28;3,0;0;228,21;273,85
FAC;;VTE/2021/07283;1;15/12/2021;ARVIBOIS74;DONNE;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07283;2;15/12/2021;ARVIBOIS74;DONNE;U074;30,3;36,36;2,0;0;60,6;72,72
FAC;;VTE/2021/07283;3;15/12/2021;ARVIBOIS74;DONNE;A042;8,5;10,2;1,0;0;8,5;10,2
FAC;;VTE/2021/07283;4;15/12/2021;ARVIBOIS74;DONNE;HY004;27,6;33,12;1,0;0;27,6;33,12
FAC;;VTE/2021/07283;5;15/12/2021;ARVIBOIS74;DONNE;CHEPL11;13,15;15,78;4,0;0;52,6;63,12
FAC;;VTE/2021/07283;6;15/12/2021;ARVIBOIS74;DONNE;A009;13,49;16,19;1,0;0;13,49;16,19
FAC;;VTE/2021/07284;1;15/12/2021;PIERVINC84;LUKOW;PPS20;3,85;4,62;12,0;0;46,2;55,44
FAC;;VTE/2021/07284;2;15/12/2021;PIERVINC84;LUKOW;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07284;3;15/12/2021;PIERVINC84;LUKOW;PPS40;4,93;5,92;12,0;0;59,16;70,99
FAC;;VTE/2021/07284;4;15/12/2021;PIERVINC84;LUKOW;PPS100;15,62;18,74;12,0;0;187,44;224,93
FAC;;VTE/2021/07285;1;15/12/2021;COUVBUCY;SAIDI;HY202;11,94;14,33;2,0;0;23,88;28,66
FAC;;VTE/2021/07285;2;15/12/2021;COUVBUCY;SAIDI;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07285;3;15/12/2021;COUVBUCY;SAIDI;HY272;42,79;51,35;5,0;0;213,95;256,74
FAC;;VTE/2021/07285;4;15/12/2021;COUVBUCY;SAIDI;HY220;10,89;13,07;6,0;0;65,34;78,41
FAC;;VTE/2021/07285;5;15/12/2021;COUVBUCY;SAIDI;HY200;11,94;14,33;2,0;0;23,88;28,66
FAC;;VTE/2021/07285;6;15/12/2021;COUVBUCY;SAIDI;HY201;11,94;14,33;2,0;0;23,88;28,66
FAC;;VTE/2021/07286;1;15/12/2021;LEGTAAVIGN;LUKOW;A112;38,95;46,74;2,0;0;77,9;93,48
FAC;;VTE/2021/07286;2;15/12/2021;LEGTAAVIGN;LUKOW;B004B;149,0;178,8;1,0;0;149,0;178,8
FAC;;VTE/2021/07286;3;15/12/2021;LEGTAAVIGN;LUKOW;A147;35,91;43,09;2,0;0;71,82;86,18
FAC;;VTE/2021/07286;4;15/12/2021;LEGTAAVIGN;LUKOW;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07287;1;15/12/2021;SATELC;DONNE;PPSASS;62,3;74,76;2,0;0;124,6;149,52
FAC;;VTE/2021/07287;2;15/12/2021;SATELC;DONNE;SVC002;0;0;1,0;0;0;0
FAC;;VTE/2021/07287;3;15/12/2021;SATELC;DONNE;P015;1,47;1,76;100,0;0;147,0;176,4
FAC;;VTE/2021/07287;4;15/12/2021;SATELC;DONNE;HY242;11,25;13,5;10,0;0;112,5;135,0
FAC;;VTE/2021/07287;5;15/12/2021;SATELC;DONNE;HY249;16,26;19,51;4,0;0;65,04;78,05
FAC;;VTE/2021/07287;6;15/12/2021;SATELC;DONNE;RACVIT30;6,78;8,14;8,0;0;54,24;65,09
FAC;;VTE/2021/07287;7;15/12/2021;SATELC;DONNE;HY125;10,6;12,72;10,0;0;106,0;127,2
FAC;;VTE/2021/07287;8;15/12/2021;SATELC;DONNE;A009;13,49;16,19;6,0;0;80,94;97,13
FAC;;VTE/2021/07287;9;15/12/2021;SATELC;DONNE;A042;8,5;10,2;12,0;0;102,0;122,4
FAC;;VTE/2021/07287;10;15/12/2021;SATELC;DONNE;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07287;11;15/12/2021;SATELC;DONNE;A408;9,0;10,8;10,0;0;90,0;108,0
FAC;;VTE/2021/07287;12;15/12/2021;SATELC;DONNE;PRRASS;69,81;83,77;2,0;0;139,62;167,54
FAC;;VTE/2021/07288;1;15/12/2021;BIZCOM84;LUKOW;P002;0,62;0,74;100,0;0;62,0;74,4
FAC;;VTE/2021/07288;2;15/12/2021;BIZCOM84;LUKOW;F160ASS;80,92;97,1;1,0;0;80,92;97,1
FAC;;VTE/2021/07288;3;15/12/2021;BIZCOM84;LUKOW;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07288;4;15/12/2021;BIZCOM84;LUKOW;F184;11,4;13,68;5,0;0;57,0;68,4
FAC;;VTE/2021/07288;5;15/12/2021;BIZCOM84;LUKOW;F015;5,16;6,19;2,0;0;10,32;12,38
FAC;;VTE/2021/07288;6;15/12/2021;BIZCOM84;LUKOW;F415;14,83;17,8;1,0;0;14,83;17,8
FAC;;VTE/2021/07289;1;15/12/2021;TRANSFAI94;POIRI;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07289;2;15/12/2021;TRANSFAI94;POIRI;D045;160,0;192,0;1,0;0;160,0;192,0
FAC;;VTE/2021/07290;1;15/12/2021;LORMATVAND;LEONE;HY329ASS;104,4;125,28;1,0;0;104,4;125,28
FAC;;VTE/2021/07290;2;15/12/2021;LORMATVAND;LEONE;F305;8,85;10,62;1,0;0;8,85;10,62
FAC;;VTE/2021/07290;3;15/12/2021;LORMATVAND;LEONE;F068;32,75;39,3;4,0;0;131,0;157,2
FAC;;VTE/2021/07290;4;15/12/2021;LORMATVAND;LEONE;F413;12,34;14,81;10,0;0;123,4;148,08
FAC;;VTE/2021/07290;5;15/12/2021;LORMATVAND;LEONE;U032;17,9;21,48;5,0;0;89,5;107,4
FAC;;VTE/2021/07290;6;15/12/2021;LORMATVAND;LEONE;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07291;1;15/12/2021;NINETGLA01;DONNE;SVC002;0;0;1,0;0;0;0
FAC;;VTE/2021/07291;2;15/12/2021;NINETGLA01;DONNE;A199;74,85;89,82;3,0;0;224,55;269,46
FAC;;VTE/2021/07291;3;15/12/2021;NINETGLA01;DONNE;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07291;4;15/12/2021;NINETGLA01;DONNE;A204;40,15;48,18;2,0;0;80,3;96,36
FAC;;VTE/2021/07291;5;15/12/2021;NINETGLA01;DONNE;A205C;25,25;30,3;2,0;0;50,5;60,6
FAC;;VTE/2021/07291;6;15/12/2021;NINETGLA01;DONNE;PELMBOIS;23,1;27,72;2,0;0;46,2;55,44
FAC;;VTE/2021/07291;7;15/12/2021;NINETGLA01;DONNE;A029;13,27;15,92;3,0;0;39,81;47,77
FAC;;VTE/2021/07291;8;15/12/2021;NINETGLA01;DONNE;A404;12,0;14,4;5,0;0;60,0;72,0
FAC;;VTE/2021/07291;9;15/12/2021;NINETGLA01;DONNE;A042;8,5;10,2;5,0;0;42,5;51,0
FAC;;VTE/2021/07291;10;15/12/2021;NINETGLA01;DONNE;HY110;59,7;71,64;1,0;0;59,7;71,64
FAC;;VTE/2021/07291;11;15/12/2021;NINETGLA01;DONNE;C036ROU;33,4;40,08;1,0;0;33,4;40,08
FAC;;VTE/2021/07291;12;15/12/2021;NINETGLA01;DONNE;C068;13,01;15,61;3,0;0;39,03;46,84
FAC;;VTE/2021/07292;1;15/12/2021;COLASPLU56;LESUR;U062;22,4;26,88;15,0;0;336,0;403,2
FAC;;VTE/2021/07292;2;15/12/2021;COLASPLU56;LESUR;A058;33,5;40,2;5,0;0;167,5;201,0
FAC;;VTE/2021/07292;3;15/12/2021;COLASPLU56;LESUR;A043;7,8;9,36;5,0;0;39,0;46,8
FAC;;VTE/2021/07292;4;15/12/2021;COLASPLU56;LESUR;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07293;1;15/12/2021;MAIHOUSSEN;WEISS;F197;11,31;13,57;5,0;0;56,55;67,86
FAC;;VTE/2021/07293;2;15/12/2021;MAIHOUSSEN;WEISS;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07293;3;15/12/2021;MAIHOUSSEN;WEISS;HY061;152,32;182,78;1,0;0;152,32;182,78
FAC;;VTE/2021/07293;4;15/12/2021;MAIHOUSSEN;WEISS;P011;1,67;2,0;100,0;0;167,0;200,4
FAC;;VTE/2021/07293;5;15/12/2021;MAIHOUSSEN;WEISS;F193;5,92;7,1;5,0;0;29,6;35,52
FAC;;VTE/2021/07293;6;15/12/2021;MAIHOUSSEN;WEISS;F194;7,4;8,88;5,0;0;37,0;44,4
FAC;;VTE/2021/07294;1;15/12/2021;SATCGUARBE;EVRARD;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07294;2;15/12/2021;SATCGUARBE;EVRARD;A131;26,21;31,45;12,0;0;314,52;377,42
FAC;;VTE/2021/07294;3;15/12/2021;SATCGUARBE;EVRARD;A065;55,72;66,86;8,0;0;445,76;534,91
FAC;;VTE/2021/07294;4;15/12/2021;SATCGUARBE;EVRARD;P041;0,5;0,6;50,0;0;25,0;30,0
FAC;;VTE/2021/07294;5;15/12/2021;SATCGUARBE;EVRARD;A029;13,27;15,92;20,0;0;265,4;318,48
FAC;;VTE/2021/07294;6;15/12/2021;SATCGUARBE;EVRARD;A010;45,6;54,72;8,0;0;364,8;437,76
FAC;;VTE/2021/07294;7;15/12/2021;SATCGUARBE;EVRARD;A043;7,8;9,36;28,0;0;218,4;262,08
FAC;;VTE/2021/07295;1;15/12/2021;ESMUNDOLSH;DEVAL;P002;0,62;0,74;1000,0;0;620,0;744,0
FAC;;VTE/2021/07295;2;15/12/2021;ESMUNDOLSH;DEVAL;A040;14,35;17,22;10,0;0;143,5;172,2
FAC;;VTE/2021/07295;3;15/12/2021;ESMUNDOLSH;DEVAL;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07296;1;15/12/2021;COMMURIBE;WEISS;F320;39,4;47,28;1,0;0;39,4;47,28
FAC;;VTE/2021/07296;2;15/12/2021;COMMURIBE;WEISS;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/07296;3;15/12/2021;COMMURIBE;WEISS;CHEPL1;20,26;24,31;3,0;0;60,78;72,94
