gl_naturepieceg;gl_souche;gl_numero;gl_numligne;gl_datepiece;gl_tiers;gl_representant;gl_codearticle;gl_puht;gl_puttc;gl_qtefact;gl_remiseligne;gl_montantht;gl_montantttc
FAC;;VTE/2021/04398;4;29/07/2021;MAICHATBOU;CDESUDEST;A012;71,12;85,34;2,0;0;142,24;170,69
FAC;;VTE/2021/04398;5;29/07/2021;MAICHATBOU;CDESUDEST;A055;103,35;124,02;2,0;0;206,7;248,04
FAC;;VTE/2021/04398;6;29/07/2021;MAICHATBOU;CDESUDEST;A199;82,34;98,81;2,0;0;164,68;197,62
FAC;;VTE/2021/04398;7;29/07/2021;MAICHATBOU;CDESUDEST;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04398;8;29/07/2021;MAICHATBOU;CDESUDEST;U070;61,6;73,92;1,0;0;61,6;73,92
FAC;;VTE/2021/04399;1;29/07/2021;TIMONSTA74;DONNE;P042;0,62;0,74;20,0;0;12,4;14,88
FAC;;VTE/2021/04399;2;29/07/2021;TIMONSTA74;DONNE;RAMA;18,0;21,6;2,0;0;36,0;43,2
FAC;;VTE/2021/04399;3;29/07/2021;TIMONSTA74;DONNE;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04399;4;29/07/2021;TIMONSTA74;DONNE;SVC002;0;0;1,0;0;0;0
FAC;;VTE/2021/04399;5;29/07/2021;TIMONSTA74;DONNE;HY172;8,65;10,38;1,0;0;8,65;10,38
FAC;;VTE/2021/04399;6;29/07/2021;TIMONSTA74;DONNE;HY282;5,15;6,18;1,0;0;5,15;6,18
FAC;;VTE/2021/04399;7;29/07/2021;TIMONSTA74;DONNE;HY166;59,22;71,06;1,0;0;59,22;71,06
FAC;;VTE/2021/04400;1;29/07/2021;STMALANS56;LESUR;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04400;2;29/07/2021;STMALANS56;LESUR;SVC005;0;0;1,0;0;0;0
FAC;;VTE/2021/04400;3;29/07/2021;STMALANS56;LESUR;SVC004;0;0;1,0;0;0;0
FAC;;VTE/2021/04400;4;29/07/2021;STMALANS56;LESUR;A043;7,8;9,36;2,0;0;15,6;18,72
FAC;;VTE/2021/04400;5;29/07/2021;STMALANS56;LESUR;A046;36,8;44,16;2,0;0;73,6;88,32
FAC;;VTE/2021/04400;6;29/07/2021;STMALANS56;LESUR;A202GM;69,15;82,98;5,0;0;345,75;414,9
FAC;;VTE/2021/04400;7;29/07/2021;STMALANS56;LESUR;P005;1,39;1,67;100,0;0;139,0;166,8
FAC;;VTE/2021/04401;1;29/07/2021;MAIRICHE57;LEONE;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04401;2;29/07/2021;MAIRICHE57;LEONE;P041;0,5;0,6;300,0;0;150,0;180,0
FAC;;VTE/2021/04401;3;29/07/2021;MAIRICHE57;LEONE;HY234;16,85;20,22;10,0;0;168,5;202,2
FAC;;VTE/2021/04402;1;29/07/2021;POINTPLEJE;BESCO;SVC002;0;0;1,0;0;0;0
FAC;;VTE/2021/04402;2;29/07/2021;POINTPLEJE;BESCO;RAMA;18,0;21,6;5,0;0;90,0;108,0
FAC;;VTE/2021/04402;3;29/07/2021;POINTPLEJE;BESCO;F305;8,85;10,62;4,0;0;35,4;42,48
FAC;;VTE/2021/04402;4;29/07/2021;POINTPLEJE;BESCO;F413;12,34;14,81;2,0;0;24,68;29,62
FAC;;VTE/2021/04402;5;29/07/2021;POINTPLEJE;BESCO;F070;54,95;65,94;1,0;0;54,95;65,94
FAC;;VTE/2021/04402;6;29/07/2021;POINTPLEJE;BESCO;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04403;1;29/07/2021;CRISTALTH;WURTZ;SVC003;0;0;1,0;0;0;0
FAC;;VTE/2021/04403;2;29/07/2021;CRISTALTH;WURTZ;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04403;3;29/07/2021;CRISTALTH;WURTZ;XSAC;1,19;1,43;300,0;0;357,0;428,4
FAC;;VTE/2021/04403;4;29/07/2021;CRISTALTH;WURTZ;SVC002;0;0;4,0;0;0;0
FAC;;VTE/2021/04404;1;29/07/2021;;BESCO;HY240;13,73;16,48;2,0;0;27,46;32,95
FAC;;VTE/2021/04404;2;29/07/2021;;BESCO;A409;8,0;9,6;2,0;0;16,0;19,2
FAC;;VTE/2021/04404;3;29/07/2021;;BESCO;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04404;4;29/07/2021;;BESCO;SVC005;0;0;1,0;0;0;0
FAC;;VTE/2021/04404;5;29/07/2021;;BESCO;HY187;32,95;39,54;2,0;0;65,9;79,08
FAC;;VTE/2021/04404;6;29/07/2021;;BESCO;HY242;11,25;13,5;1,0;0;11,25;13,5
FAC;;VTE/2021/04404;7;29/07/2021;;BESCO;HY243;13,25;15,9;1,0;0;13,25;15,9
FAC;;VTE/2021/04405;1;29/07/2021;AABRAYSJ45;DOSSA;SVC002;0;0;1,0;0;0;0
FAC;;VTE/2021/04405;2;29/07/2021;AABRAYSJ45;DOSSA;A020;18,41;22,09;3,0;0;55,23;66,28
FAC;;VTE/2021/04405;3;29/07/2021;AABRAYSJ45;DOSSA;HY105;58,0;69,6;1,0;0;58,0;69,6
FAC;;VTE/2021/04405;4;29/07/2021;AABRAYSJ45;DOSSA;A042;8,5;10,2;3,0;0;25,5;30,6
FAC;;VTE/2021/04405;5;29/07/2021;AABRAYSJ45;DOSSA;A054;90,95;109,14;1,0;0;90,95;109,14
FAC;;VTE/2021/04405;6;29/07/2021;AABRAYSJ45;DOSSA;A043;7,8;9,36;1,0;0;7,8;9,36
FAC;;VTE/2021/04405;7;29/07/2021;AABRAYSJ45;DOSSA;SVC001;0;0;1,0;0;0;0
FAC;;VTE/2021/04405;8;29/07/2021;AABRAYSJ45;DOSSA;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04406;1;29/07/2021;MAIHIRTZF;WEISS;Delivery_009;9,0;10,8;1,0;0;9,0;10,8
FAC;;VTE/2021/04406;2;29/07/2021;MAIHIRTZF;WEISS;XNOU;17,6;21,12;1,0;0;17,6;21,12
FAC;;VTE/2021/04407;1;29/07/2021;LAPOSTEE27;LELEU;HY143;40,15;48,18;2,0;0;80,3;96,36
FAC;;VTE/2021/04407;2;29/07/2021;LAPOSTEE27;LELEU;HY144;40,15;48,18;2,0;0;80,3;96,36
FAC;;VTE/2021/04407;3;29/07/2021;LAPOSTEE27;LELEU;HY242;11,25;13,5;4,0;0;45,0;54,0
FAC;;VTE/2021/04407;4;29/07/2021;LAPOSTEE27;LELEU;Delivery_009;9,0;10,8;1,0;0;9,0;10,8
FAC;;VTE/2021/04408;1;29/07/2021;CHARPIOT;GASSM;A044;13,4;16,08;20,0;0;268,0;321,6
FAC;;VTE/2021/04408;2;29/07/2021;CHARPIOT;GASSM;PPS20;5,38;6,46;20,0;0;107,6;129,12
FAC;;VTE/2021/04409;1;29/07/2021;DEC2HASNON;BOUL;XHYG;42,0;50,4;2,0;0;84,0;100,8
FAC;;VTE/2021/04410;1;29/07/2021;HOTELRELAI;HESS;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04410;2;29/07/2021;HOTELRELAI;HESS;P002;1,02;1,22;150,0;0;153,0;183,6
FAC;;VTE/2021/04411;1;29/07/2021;SEVENSEP75;DELBA;ENV9;0,39;0,47;100,0;0;39,0;46,8
FAC;;VTE/2021/04411;2;29/07/2021;SEVENSEP75;DELBA;ENV2;0,17;0,2;250,0;0;42,5;51,0
FAC;;VTE/2021/04411;3;29/07/2021;SEVENSEP75;DELBA;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04411;4;29/07/2021;SEVENSEP75;DELBA;POCH2;1,01;1,21;25,0;0;25,25;30,3
FAC;;VTE/2021/04411;5;29/07/2021;SEVENSEP75;DELBA;ENV4;0,18;0,22;250,0;0;45,0;54,0
FAC;;VTE/2021/04412;1;29/07/2021;MAIBEAUCO;DELBA;F042;6,5;7,8;1,0;0;6,5;7,8
FAC;;VTE/2021/04412;2;29/07/2021;MAIBEAUCO;DELBA;U037;9,9;11,88;1,0;0;9,9;11,88
FAC;;VTE/2021/04412;3;29/07/2021;MAIBEAUCO;DELBA;U023;29,7;35,64;1,0;0;29,7;35,64
FAC;;VTE/2021/04412;4;29/07/2021;MAIBEAUCO;DELBA;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04413;1;29/07/2021;LIVCER94;BOUL;ENV24;3,78;4,54;250,0;0;945,0;1134,0
FAC;;VTE/2021/04413;2;29/07/2021;LIVCER94;BOUL;ENV18;3,91;4,69;250,0;0;977,5;1173,0
FAC;;VTE/2021/04414;1;29/07/2021;RESTFORET;ADLER;P005;1,63;1,96;100,0;0;163,0;195,6
FAC;;VTE/2021/04415;1;29/07/2021;RESTVENTA;LEYME;F413;14,87;17,84;4,0;0;59,48;71,38
FAC;;VTE/2021/04415;2;29/07/2021;RESTVENTA;LEYME;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04415;3;29/07/2021;RESTVENTA;LEYME;ENV2;0,17;0,2;500,0;0;85,0;102,0
FAC;;VTE/2021/04415;4;29/07/2021;RESTVENTA;LEYME;P021;1,89;2,27;10,0;0;18,9;22,68
FAC;;VTE/2021/04415;5;29/07/2021;RESTVENTA;LEYME;F433;39,1;46,92;2,0;0;78,2;93,84
FAC;;VTE/2021/04415;6;29/07/2021;RESTVENTA;LEYME;F099;14,08;16,9;2,0;0;28,16;33,79
FAC;;VTE/2021/04416;1;29/07/2021;OPTIQCCG59;LEYME;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04416;2;29/07/2021;OPTIQCCG59;LEYME;OP082;200,0;240,0;1,0;0;200,0;240,0
FAC;;VTE/2021/04417;1;29/07/2021;MAICONDATT;MENIRI;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04417;2;29/07/2021;MAICONDATT;MENIRI;HY006;19,07;22,88;12,0;0;228,84;274,61
FAC;;VTE/2021/04417;3;29/07/2021;MAICONDATT;MENIRI;HY239;22,7;27,24;3,0;0;68,1;81,72
FAC;;VTE/2021/04417;4;29/07/2021;MAICONDATT;MENIRI;HY009E;25,8;30,96;1,0;0;25,8;30,96
FAC;;VTE/2021/04417;5;29/07/2021;MAICONDATT;MENIRI;HY172BC;12,55;15,06;3,0;0;37,65;45,18
FAC;;VTE/2021/04417;6;29/07/2021;MAICONDATT;MENIRI;HY233;15,47;18,56;6,0;0;92,82;111,38
FAC;;VTE/2021/04418;1;29/07/2021;MAICHAMPC;MENIRI;HY038;38,48;46,18;6,0;0;230,88;277,06
FAC;;VTE/2021/04418;2;29/07/2021;MAICHAMPC;MENIRI;A202GM;69,15;82,98;3,0;0;207,45;248,94
FAC;;VTE/2021/04418;3;29/07/2021;MAICHAMPC;MENIRI;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04418;4;29/07/2021;MAICHAMPC;MENIRI;U042;14,5;17,4;2,0;0;29,0;34,8
FAC;;VTE/2021/04418;5;29/07/2021;MAICHAMPC;MENIRI;U043;14,5;17,4;2,0;0;29,0;34,8
FAC;;VTE/2021/04419;1;29/07/2021;EURLOIHAB;LELEU;CHEPL45;34,85;41,82;2,0;0;69,7;83,64
FAC;;VTE/2021/04419;2;29/07/2021;EURLOIHAB;LELEU;F046;15,73;18,88;4,0;0;62,92;75,5
FAC;;VTE/2021/04419;3;29/07/2021;EURLOIHAB;LELEU;F040;38,77;46,52;1,0;0;38,77;46,52
FAC;;VTE/2021/04419;4;29/07/2021;EURLOIHAB;LELEU;F305;8,85;10,62;10,0;0;88,5;106,2
FAC;;VTE/2021/04419;5;29/07/2021;EURLOIHAB;LELEU;RAMAVE;26,0;31,2;4,0;0;104,0;124,8
FAC;;VTE/2021/04419;6;29/07/2021;EURLOIHAB;LELEU;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04420;1;29/07/2021;MAIBREBI62;EVRARD;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04420;2;29/07/2021;MAIBREBI62;EVRARD;ENV2;0,15;0,18;1000,0;0;150,0;180,0
FAC;;VTE/2021/04420;3;29/07/2021;MAIBREBI62;EVRARD;ENV5;0,2;0,24;500,0;0;100,0;120,0
FAC;;VTE/2021/04420;4;29/07/2021;MAIBREBI62;EVRARD;ENV9;0,34;0,41;500,0;0;170,0;204,0
FAC;;VTE/2021/04420;5;29/07/2021;MAIBREBI62;EVRARD;F061;19,3;23,16;4,0;0;77,2;92,64
FAC;;VTE/2021/04420;6;29/07/2021;MAIBREBI62;EVRARD;F015;5,16;6,19;2,0;0;10,32;12,38
FAC;;VTE/2021/04420;7;29/07/2021;MAIBREBI62;EVRARD;F413;12,34;14,81;5,0;0;61,7;74,04
FAC;;VTE/2021/04420;8;29/07/2021;MAIBREBI62;EVRARD;CHEPL9ASS;20,26;24,31;4,0;0;81,04;97,25
FAC;;VTE/2021/04420;9;29/07/2021;MAIBREBI62;EVRARD;F161ASS;32,8;39,36;2,0;0;65,6;78,72
FAC;;VTE/2021/04420;10;29/07/2021;MAIBREBI62;EVRARD;HY251;38,15;45,78;1,0;0;38,15;45,78
FAC;;VTE/2021/04420;11;29/07/2021;MAIBREBI62;EVRARD;HY252;14,05;16,86;2,0;0;28,1;33,72
FAC;;VTE/2021/04420;12;29/07/2021;MAIBREBI62;EVRARD;HY253;24,3;29,16;2,0;0;48,6;58,32
FAC;;VTE/2021/04420;13;29/07/2021;MAIBREBI62;EVRARD;HY172BC;12,55;15,06;5,0;0;62,75;75,3
FAC;;VTE/2021/04420;14;29/07/2021;MAIBREBI62;EVRARD;HY232;23,84;28,61;1,0;0;23,84;28,61
FAC;;VTE/2021/04420;15;29/07/2021;MAIBREBI62;EVRARD;U074;30,3;36,36;2,0;0;60,6;72,72
FAC;;VTE/2021/04421;1;29/07/2021;SEURA;HESS;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04421;2;29/07/2021;SEURA;HESS;U014;7,4;8,88;2,0;0;14,8;17,76
FAC;;VTE/2021/04421;3;29/07/2021;SEURA;HESS;F082;23,75;28,5;1,0;0;23,75;28,5
FAC;;VTE/2021/04421;4;29/07/2021;SEURA;HESS;F073;60,05;72,06;1,0;0;60,05;72,06
FAC;;VTE/2021/04421;5;29/07/2021;SEURA;HESS;HY147;4,7;5,64;1,0;0;4,7;5,64
FAC;;VTE/2021/04421;6;29/07/2021;SEURA;HESS;P005;1,63;1,96;20,0;0;32,6;39,12
FAC;;VTE/2021/04421;7;29/07/2021;SEURA;HESS;F010;11,37;13,64;1,0;0;11,37;13,64
FAC;;VTE/2021/04423;1;02/08/2021;IMMOCSLA59;LEYME;F310;24,0;28,8;1,0;0;24,0;28,8
FAC;;VTE/2021/04423;2;02/08/2021;IMMOCSLA59;LEYME;RAMA 5;92,7;111,24;1,0;0;92,7;111,24
FAC;;VTE/2021/04423;3;02/08/2021;IMMOCSLA59;LEYME;ENV2;0,17;0,2;250,0;0;42,5;51,0
FAC;;VTE/2021/04423;4;02/08/2021;IMMOCSLA59;LEYME;XHYG;15,0;18,0;2,0;0;30,0;36,0
FAC;;VTE/2021/04424;1;02/08/2021;MAISORCY08;FERRE;F310;24,0;28,8;1,0;0;24,0;28,8
FAC;;VTE/2021/04424;2;02/08/2021;MAISORCY08;FERRE;RAMA 5;92,7;111,24;1,0;0;92,7;111,24
FAC;;VTE/2021/04424;3;02/08/2021;MAISORCY08;FERRE;ENV2;0,17;0,2;250,0;0;42,5;51,0
FAC;;VTE/2021/04424;4;02/08/2021;MAISORCY08;FERRE;XHYG;15,0;18,0;2,0;0;30,0;36,0
FAC;;VTE/2021/04425;1;02/08/2021;CHAPUISVOR;HESS;HY142;47,55;57,06;1,0;0;47,55;57,06
FAC;;VTE/2021/04425;2;02/08/2021;CHAPUISVOR;HESS;HY299;52,38;62,86;1,0;0;52,38;62,86
FAC;;VTE/2021/04426;1;02/08/2021;ARTHURBO94;DELBA;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04426;2;02/08/2021;ARTHURBO94;DELBA;HY092;45,1;54,12;2,0;0;90,2;108,24
FAC;;VTE/2021/04426;3;02/08/2021;ARTHURBO94;DELBA;U032;17,9;21,48;1,0;0;17,9;21,48
FAC;;VTE/2021/04426;4;02/08/2021;ARTHURBO94;DELBA;U008;23,0;27,6;1,0;0;23,0;27,6
FAC;;VTE/2021/04427;1;02/08/2021;TRANSVAL06;DECRO;ENV2;0,15;0,18;250,0;0;37,5;45,0
FAC;;VTE/2021/04427;2;02/08/2021;TRANSVAL06;DECRO;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04427;3;02/08/2021;TRANSVAL06;DECRO;XHYG;15,0;18,0;2,0;0;30,0;36,0
FAC;;VTE/2021/04427;4;02/08/2021;TRANSVAL06;DECRO;F310;20,5;24,6;1,0;0;20,5;24,6
FAC;;VTE/2021/04427;5;02/08/2021;TRANSVAL06;DECRO;RAMA 5;80,0;96,0;1,0;0;80,0;96,0
FAC;;VTE/2021/04428;1;02/08/2021;RAUDETBOUR;DECRO;F310;20,5;24,6;1,0;0;20,5;24,6
FAC;;VTE/2021/04428;2;02/08/2021;RAUDETBOUR;DECRO;ENV2;0,15;0,18;250,0;0;37,5;45,0
FAC;;VTE/2021/04428;3;02/08/2021;RAUDETBOUR;DECRO;RAMA 5;80,0;96,0;1,0;0;80,0;96,0
FAC;;VTE/2021/04428;4;02/08/2021;RAUDETBOUR;DECRO;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04428;5;02/08/2021;RAUDETBOUR;DECRO;XHYG;15,0;18,0;2,0;0;30,0;36,0
FAC;;VTE/2021/04429;1;02/08/2021;DRNORMAND;HESS;HY094;13,18;15,82;1,0;0;13,18;15,82
FAC;;VTE/2021/04429;2;02/08/2021;DRNORMAND;HESS;HY004;32,15;38,58;1,0;0;32,15;38,58
FAC;;VTE/2021/04429;3;02/08/2021;DRNORMAND;HESS;F329ASS;45,22;54,26;1,0;0;45,22;54,26
FAC;;VTE/2021/04429;4;02/08/2021;DRNORMAND;HESS;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04429;5;02/08/2021;DRNORMAND;HESS;HY092;45,1;54,12;1,0;0;45,1;54,12
FAC;;VTE/2021/04430;1;02/08/2021;AUBLESTHUB;HESS;HY092;45,1;54,12;1,0;0;45,1;54,12
FAC;;VTE/2021/04430;2;02/08/2021;AUBLESTHUB;HESS;F310;24,0;28,8;1,0;0;24,0;28,8
FAC;;VTE/2021/04430;3;02/08/2021;AUBLESTHUB;HESS;ENV2;0,17;0,2;100,0;0;17,0;20,4
FAC;;VTE/2021/04430;4;02/08/2021;AUBLESTHUB;HESS;RAMA;20,7;24,84;1,0;0;20,7;24,84
FAC;;VTE/2021/04430;5;02/08/2021;AUBLESTHUB;HESS;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04430;6;02/08/2021;AUBLESTHUB;HESS;HY004;32,15;38,58;1,0;0;32,15;38,58
FAC;;VTE/2021/04431;1;02/08/2021;2MBAL;ZMUDA;P003;1,36;1,63;10,0;0;13,6;16,32
FAC;;VTE/2021/04431;2;02/08/2021;2MBAL;ZMUDA;F195;4,39;5,27;10,0;0;43,9;52,68
FAC;;VTE/2021/04431;3;02/08/2021;2MBAL;ZMUDA;F161ASS;37,72;45,26;2,0;0;75,44;90,53
FAC;;VTE/2021/04432;1;02/08/2021;EDFCLAMART;BOUL;PPN30;8,35;10,02;120,0;0;1002,0;1202,4
FAC;;VTE/2021/04432;2;02/08/2021;EDFCLAMART;BOUL;PPN50;13,27;15,92;120,0;0;1592,4;1910,88
FAC;;VTE/2021/04432;3;02/08/2021;EDFCLAMART;BOUL;PPN40;9,85;11,82;120,0;0;1182,0;1418,4
FAC;;VTE/2021/04433;1;02/08/2021;CAVEAUBRUC;ZMUDA;P005;1,63;1,96;50,0;0;81,5;97,8
FAC;;VTE/2021/04434;1;02/08/2021;GUIGNIER;ADLER;P030;2,9;3,48;10,0;0;29,0;34,8
FAC;;VTE/2021/04434;2;02/08/2021;GUIGNIER;ADLER;P017;2,07;2,48;50,0;0;103,5;124,2
FAC;;VTE/2021/04435;1;02/08/2021;AQUASHOW;GASSM;HY172BCE;20,0;24,0;10,0;0;200,0;240,0
FAC;;VTE/2021/04435;2;02/08/2021;AQUASHOW;GASSM;F005;46,0;55,2;2,0;0;92,0;110,4
FAC;;VTE/2021/04435;3;02/08/2021;AQUASHOW;GASSM;HY155;32,53;39,04;8,0;0;260,24;312,29
FAC;;VTE/2021/04435;4;02/08/2021;AQUASHOW;GASSM;F061;22,63;27,16;1,0;0;22,63;27,16
FAC;;VTE/2021/04435;5;02/08/2021;AQUASHOW;GASSM;HY013;16,42;19,7;10,0;0;164,2;197,04
FAC;;VTE/2021/04435;6;02/08/2021;AQUASHOW;GASSM;HY003;27,74;33,29;10,0;0;277,4;332,88
FAC;;VTE/2021/04435;7;02/08/2021;AQUASHOW;GASSM;HY233;18,4;22,08;6,0;0;110,4;132,48
FAC;;VTE/2021/04435;8;02/08/2021;AQUASHOW;GASSM;HY272;41,6;49,92;1,0;0;41,6;49,92
FAC;;VTE/2021/04435;9;02/08/2021;AQUASHOW;GASSM;HY092;45,1;54,12;1,0;0;45,1;54,12
FAC;;VTE/2021/04435;10;02/08/2021;AQUASHOW;GASSM;HY052;42,26;50,71;2,0;0;84,52;101,42
FAC;;VTE/2021/04436;1;02/08/2021;RESTFRANKE;ADLER;RAMA 5;112,5;135,0;1,0;0;112,5;135,0
FAC;;VTE/2021/04437;1;02/08/2021;XPODISTR91;LEYME;U037;9,9;11,88;3,0;0;29,7;35,64
FAC;;VTE/2021/04437;2;02/08/2021;XPODISTR91;LEYME;F340;11,61;13,93;2,0;0;23,22;27,86
FAC;;VTE/2021/04437;3;02/08/2021;XPODISTR91;LEYME;F329ASS;39,4;47,28;1,0;0;39,4;47,28
FAC;;VTE/2021/04437;4;02/08/2021;XPODISTR91;LEYME;ENV28;0,64;0,77;250,0;0;160,0;192,0
FAC;;VTE/2021/04437;5;02/08/2021;XPODISTR91;LEYME;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04437;6;02/08/2021;XPODISTR91;LEYME;ENV4;0,16;0,19;250,0;0;40,0;48,0
FAC;;VTE/2021/04437;7;02/08/2021;XPODISTR91;LEYME;F203ASS;17,32;20,78;1,0;0;17,32;20,78
FAC;;VTE/2021/04438;1;02/08/2021;FASQUELV59;DELBA;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04438;2;02/08/2021;FASQUELV59;DELBA;HYBESAFE2;218,0;261,6;1,0;0;218,0;261,6
FAC;;VTE/2021/04439;1;02/08/2021;BARRESIDEN;DELBA;P003;1,36;1,63;100,0;0;136,0;163,2
FAC;;VTE/2021/04439;2;02/08/2021;BARRESIDEN;DELBA;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04440;1;02/08/2021;LDLAVAGE76;LEYME;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04440;2;02/08/2021;LDLAVAGE76;LEYME;CHEPL11;15,84;19,01;3,0;0;47,52;57,02
FAC;;VTE/2021/04440;3;02/08/2021;LDLAVAGE76;LEYME;RAMA 5;92,7;111,24;1,0;0;92,7;111,24
FAC;;VTE/2021/04441;1;02/08/2021;DCEFORMA51;ADLER;F161ASS;37,72;45,26;1,0;0;37,72;45,26
FAC;;VTE/2021/04441;2;02/08/2021;DCEFORMA51;ADLER;F339ASS;17,73;21,28;1,0;0;17,73;21,28
FAC;;VTE/2021/04441;3;02/08/2021;DCEFORMA51;ADLER;F061;22,63;27,16;1,0;0;22,63;27,16
FAC;;VTE/2021/04441;4;02/08/2021;DCEFORMA51;ADLER;F319ASS;24,0;28,8;1,0;0;24,0;28,8
FAC;;VTE/2021/04441;5;02/08/2021;DCEFORMA51;ADLER;RAMA;20,7;24,84;2,0;0;41,4;49,68
FAC;;VTE/2021/04441;6;02/08/2021;DCEFORMA51;ADLER;P003;1,36;1,63;50,0;0;68,0;81,6
FAC;;VTE/2021/04441;7;02/08/2021;DCEFORMA51;ADLER;ENV3;0,18;0,22;200,0;0;36,0;43,2
FAC;;VTE/2021/04441;8;02/08/2021;DCEFORMA51;ADLER;F024ASS;13,81;16,57;1,0;0;13,81;16,57
FAC;;VTE/2021/04442;1;02/08/2021;JAMBERT;GASSM;HY002;294,78;353,74;1,0;0;294,78;353,74
FAC;;VTE/2021/04443;1;02/08/2021;ARGOR30;ZMUDA;RAMA 5;92,7;111,24;1,0;0;92,7;111,24
FAC;;VTE/2021/04444;1;02/08/2021;LACOURCARR;HELIN;P004;1,46;1,75;200,0;0;292,0;350,4
FAC;;VTE/2021/04444;2;02/08/2021;LACOURCARR;HELIN;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04444;3;02/08/2021;LACOURCARR;HELIN;ENV2;0,17;0,2;200,0;0;34,0;40,8
FAC;;VTE/2021/04444;4;02/08/2021;LACOURCARR;HELIN;P022;0,15;0,18;100,0;0;15,0;18,0
FAC;;VTE/2021/04445;1;02/08/2021;DOMROULO21;HELIN;RAMA 5;92,7;111,24;1,0;0;92,7;111,24
FAC;;VTE/2021/04445;2;02/08/2021;DOMROULO21;HELIN;ENV2;0,17;0,2;150,0;0;25,5;30,6
FAC;;VTE/2021/04445;3;02/08/2021;DOMROULO21;HELIN;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04445;4;02/08/2021;DOMROULO21;HELIN;F310;24,0;28,8;1,0;0;24,0;28,8
FAC;;VTE/2021/04446;1;02/08/2021;AGESCHWART;ADLER;ENV4;0,18;0,22;100,0;0;18,0;21,6
FAC;;VTE/2021/04446;2;02/08/2021;AGESCHWART;ADLER;ENV6;0,32;0,38;100,0;0;32,0;38,4
FAC;;VTE/2021/04446;3;02/08/2021;AGESCHWART;ADLER;RAMA;20,7;24,84;1,0;0;20,7;24,84
FAC;;VTE/2021/04446;4;02/08/2021;AGESCHWART;ADLER;F311;24,0;28,8;1,0;0;24,0;28,8
FAC;;VTE/2021/04446;5;02/08/2021;AGESCHWART;ADLER;F067;28,84;34,61;1,0;0;28,84;34,61
FAC;;VTE/2021/04446;6;02/08/2021;AGESCHWART;ADLER;ENV8;0,38;0,46;75,0;0;28,5;34,2
FAC;;VTE/2021/04449;1;02/08/2021;ATHENAIM67;GASSM;HY002;294,78;353,74;1,0;0;294,78;353,74
FAC;;VTE/2021/04450;1;02/08/2021;GECONIEDER;ADLER;HY023;25,12;30,14;1,0;0;25,12;30,14
FAC;;VTE/2021/04450;2;02/08/2021;GECONIEDER;ADLER;HY004;32,15;38,58;10,0;0;321,5;385,8
FAC;;VTE/2021/04451;1;02/08/2021;OTTCLAUDE;ZMUDA;P002;1,02;1,22;100,0;0;102,0;122,4
FAC;;VTE/2021/04452;1;02/08/2021;GIRARDPONT;SAIDI;RAMA 5;88,0;105,6;5,0;0;440,0;528,0
FAC;;VTE/2021/04453;1;02/08/2021;COLASMARLY;LEONE;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04453;2;02/08/2021;COLASMARLY;LEONE;A131;26,21;31,45;10,0;0;262,1;314,52
